pair,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,comparison_id,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
8,08A,A,1.0,1_9,A,8.0,,08A,,,,385330,385780,450,B,2.0,2_4,B,8.0,,,08A,,,698770,699770,1000,"Ja, ja. Boven als (hij op) dus bovenop zit (er) steekt hij iets uit",,"Yes, yes, upstairs if (he's on) so on top (there) it sticks out slightly",,,08A,,,True,,"En hij heeft een, aan de bovenkant heeft hij twee van die vierkantjes.",,"And he has one, at the top he has two of those little squares.",,,08A,08A,True,139,385330.0,385780.0,450.0,698770.0,699770.0,1000.0,right,both,both
8,08B,A,1.0,1_9,A,8.0,,08B,,,,397540,398480,940,B,2.0,2_4,B,8.0,,,08B,,,700360,702040,1680,En het zijn (zo) een soort van blokjes die uitsteken.,,And they are (so) kind of like cubes sticking out.,,08B,08B,,,True,,zo aan de achterkant met twee dezelfde stukjes eh die eruit steken.,,so on the back with two of the same pieces eh sticking out.,,,08B,08B,True,140,397540.0,398480.0,940.0,700360.0,702040.0,1680.0,both,both,both
8,08E,A,1.0,1_9,A,8.0,,08E,,,,414630,415000,370,B,2.0,2_4,B,8.0,,,08E,,,689840,691200,1360,"Ja, dat gaat op zowaar een beetje s-, dat buigt.",,"Yes, that goes on so-so, that bends.",,,08E,,,True,,Ehm deze die die staat op een soort van eh een raar st- hoekje.,,Um this one that's on kind of um a weird st- corner.,,,,08E,True,141,414630.0,415000.0,370.0,689840.0,691200.0,1360.0,right,right,right
8,11A,B,1.0,1_10,B,11.0,,,11A,,11D,456230,456440,210,A,2.0,2_11,A,11.0,,11A,,,,843000,843410,410,,En dan aan de bovenkant steken er dus twee dingen uit.,,"And then at the top, so there are two things sticking out.",,,11D,11A,True,Eentje is eh soort balk en de ander ja wat raardere vorm.,,One is eh kind of beam and the other yes some weirder shape.,,,11A,,,True,142,456170.0,456500.0,330.0,843000.0,843410.0,410.0,right,both,both
8,16A,A,1.0,1_11,A,16.0,,16A,,,,473100,473850,750,B,2.0,2_14,B,16.0,,,16A,,,893850,894280,430,En hij heeft dezelfde uitsteeksel heeft die aan de linkerkant een beetje ja linksonder heeft hij die zitten.,,And he has the same protrusion has it on the left side a little bit yes bottom left he has it.,,,16A,,,True,,Eh nee hier deze is met dat eh met die twee ehm ja soort van a- uiteindes van lepels.,,Um no here this one is with that um with those two um yes kind of a- ends of spoons.,,,,16A,True,143,473100.0,473850.0,750.0,893850.0,894280.0,430.0,right,right,right
8,13A,B,1.0,1_12,B,13.0,,,13A,,,501900,503490,1590,A,2.0,2_7,A,13.0,,13A,,,,756640,757310,670,,En hij heeft hele gekke dingen aan de zijkant.,,And he has very crazy things on the side.,,,13A,13A,True,En dan die rare uitsteeksels.,,And then those weird protrusions.,,,13A,,,True,144,501900.0,503490.0,1590.0,756640.0,757310.0,670.0,right,both,both
8,13B,B,1.0,1_12,B,13.0,,,13B,,,503840,504490,650,A,2.0,2_7,A,13.0,,13B,,,,755630,756270,640,,,,,,,,13B,True,en heeft daar aan- heeft een cirkel vooraan zitten.,,And has there on- has a circle in front.,,,13B,,,True,145,503840.0,504490.0,650.0,755630.0,756270.0,640.0,right,right,right
8,14A,A,1.0,1_13,A,14.0,,14A,,,,524380,524910,530,B,2.0,2_16,B,14.0,,,14A,,,932370,932850,480,En dan heeft hij nog een balk die naar beneden wijst aan de voorkant.,,And then it has a beam pointing down the front.,,,14A,,,True,,,,,,,,14A,True,146,524380.0,524910.0,530.0,932370.0,932850.0,480.0,right,right,right
8,15C,B,1.0,1_14,B,15.0,,,15C,,,536830,538180,1350,A,2.0,2_5,A,15.0,,15C,,,,719510,720320,810,,"Eh hij staat er niet op, maar hij gaat er eigenlijk d- het midden doorheen.",,"Um he's not on it, but he actually goes through d- the middle.",,,15C,15C,True,Maar d- doorheen gaat en de plaat zit een beetje aan de onderkant.,,But d- goes through and the plate is a little bit at the bottom.,,,15C,,,True,147,536830.0,538180.0,1350.0,719510.0,720320.0,810.0,right,both,both
8,06B,A,1.0,1_15,A,6.0,,06B,,,,559140,560120,980,B,2.0,2_8,B,6.0,,,06B,,,762690,763000,310,Want je hebt een soort balletje,,Because you have some kind of ball,,,06B,,,True,,Eh deze heeft een een bal aan de voorkant,,Um this one has a one ball on the front,,,06B,06B,True,148,559140.0,560120.0,980.0,762680.0,763010.0,330.0,right,both,both
8,06D,A,1.0,1_15,A,6.0,,06D,,,,560920,561450,530,B,2.0,2_8,B,6.0,,,06D,,,766490,767200,710,en daardoor gaat een balk.,,And through that goes a beam.,,,06D,,,True,,waardoor- waar  een eh balk doorheen gaat.,,Through which-where an eh beam goes through.,,,,06D,True,149,560920.0,561450.0,530.0,766490.0,767200.0,710.0,right,right,right
8,06C,A,1.0,1_15,A,6.0,,06C,,,,564020,565260,1240,B,2.0,2_8,B,6.0,,,06C,,,768160,768520,360,En dan zit er aan die balk zit een eh cirkel.,,And then attached to that beam is an um circle.,,,06C,,,True,,Met aan de rechterkant van die balk weer een cirkel.,,With another circle on the right side of that bar.,,,,06C,True,150,564020.0,565260.0,1240.0,768160.0,768520.0,360.0,right,right,right
8,09A,B,1.0,1_16,B,9.0,,,09A,,,587330,588280,950,A,2.0,2_15,A,9.0,,09A,,,,919100,919600,500,,Zo'n eh ja zo'n dingetje.,,Such an um yes such a thingy.,,,,09A,True,en een soort lepeltje erbovenop zitten.,,And a kind of spoon sitting on top of it.,,,09A,,,True,151,587330.0,588280.0,950.0,919100.0,919600.0,500.0,right,right,right
8,09D,B,1.0,1_16,B,9.0,,,09D,,,594800,594980,180,A,2.0,2_15,A,9.0,,09D,,,,917280,917950,670,,Die zie je voor de helft.,,You can see half of those.,,,,09D,True,En heeft een cirkel achterin zitten,,And has a circle sitting in the back,,,09D,,,True,152,594725.0,595055.0,330.0,917280.0,917950.0,670.0,right,right,right
8,05A,A,2.0,2_1,A,5.0,,05A,,,,622970,623200,230,B,3.0,3_4,B,5.0,,,05A,,,975420,975910,490,Ehm dit is die ene met de balk bovenop.,,Um this is the one with the bar on top.,,,05A,,,True,,"Eh dit is diege-, ja, die met die balk bovenop.",,"Um this is the one-, yes, the one with the bar on top.",,,,05A,True,153,622920.0,623250.0,330.0,975420.0,975910.0,490.0,right,right,right
8,04C,B,2.0,2_2,B,4.0,,,04C,,,651950,653730,1780,A,3.0,3_11,A,4.0,,04C,,,,1066820,1067430,610,,En eh linksonder heeft hij zo'n lusje.,,And um bottom left he has a loop like that.,,,,04C,True,En links heeft hij degene die een beetje onder gaat.,,And on the left he has the one that goes down a little bit.,,,04C,,,True,154,651950.0,653730.0,1780.0,1066820.0,1067430.0,610.0,right,right,right
8,04A,B,2.0,2_2,B,4.0,,,04A,,,656090,656480,390,A,3.0,3_11,A,4.0,,04A,,,,1070370,1070590,220,,En daarboven heeft hij een soort van trapeze.,,And above that he has a kind of trapeze.,,,04A,04A,True,"En dan heeft hij bovenop, heeft hij dat eh ja, volgens mij trapezium noem je dat, maar...",,"And then on top, he has that um yes, I think trapezoid you call it, but....",,04A,04A,,,True,155,656090.0,656480.0,390.0,1070315.0,1070645.0,330.0,both,both,both
8,01C,A,2.0,2_3,A,1.0,,01C,,,,669400,669740,340,B,3.0,3_12,B,1.0,,,01C,,,1082120,1083130,1010,Dan heeft hij twee eh dezelfde dingen naast elkaar staan aan de linkerkant.,,Then he has two um same things next to each other on the left.,,01C,01C,,,True,,En links twee dezelfde blokjes.,,"And on the left, two of the same cubes.",,,,01C,True,156,669400.0,669740.0,340.0,1082120.0,1083130.0,1010.0,both,right,both
8,01A,A,2.0,2_3,A,1.0,,01A,,,,679500,679900,400,B,3.0,3_12,B,1.0,,,01A,,,1086130,1087000,870,Als wa- een soort uitsteeksel met twee...,"Eh ja, o ja.",If wa- a kind of protrusion with two...,"Um yes, oh yes.",,01A,,,True,,En boven nog zo'n eh ja twee van die rondjes.,,And above another one of those um yes two of those rounds.,,,,01A,True,157,679500.0,679900.0,400.0,1086130.0,1087000.0,870.0,right,right,right
8,08A,B,2.0,2_4,B,8.0,,,08A,,,698770,699770,1000,A,3.0,3_3,A,8.0,,08A,,,,967370,967790,420,,"En hij heeft een, aan de bovenkant heeft hij twee van die vierkantjes.",,"And he has one, at the top he has two of those little squares.",,,08A,08A,True,Met een soort rechthoek bovenop waar twee dingen doorheen gaan.,,With a kind of rectangle on top through which two things go.,,,08A,,,True,158,698770.0,699770.0,1000.0,967370.0,967790.0,420.0,right,both,both
8,08B,B,2.0,2_4,B,8.0,,,08B,,,702040,703290,1250,A,3.0,3_3,A,8.0,,08B,,,,968940,969190,250,,zo aan de achterkant met twee dezelfde stukjes eh die eruit steken.,,so on the back with two of the same pieces eh sticking out.,,,08B,08B,True,Met een soort rechthoek bovenop waar twee dingen doorheen gaan.,,With a kind of rectangle on top through which two things go.,,08B,08B,,,True,159,702040.0,703290.0,1250.0,968900.0,969230.0,330.0,both,both,both
8,08E,B,2.0,2_4,B,8.0,,,08E,,,706230,706690,460,A,2.0,2_4,B,8.0,,08E,,,,707940,709240,1300,,"Hij staat op zo'n gek, beetje wankel.",,"It stands on such a crazy, little wobble.",,,,08E,True,"Ja, een soort buigend iets.","Hij staat op zo'n gek, beetje wankel.","Yes, a kind of bending thing.","It stands on such a crazy, little wobble.",,08E,,,True,160,706230.0,706690.0,460.0,707940.0,709240.0,1300.0,right,right,right
8,02D,B,2.0,2_6,B,2.0,,,02D,,,746860,747530,670,A,4.0,4_8,B,2.0,,02D,,,,1217490,1218030,540,Ja,"En links heeft hij een soort van, ja, ook een soort gek dingetje dat dat heel smal begint en breder wordt.",Yes,"And on the left he has a kind of, yes, also a kind of crazy thingy that that starts very narrow and widens.",,,,02D,True,"Oké, en dan die eh dat van klein naar groot gaat aan de linkerkant.",,"Okay, and then that um that goes from small to big on the left side.",,02D,02D,,,True,161,746860.0,747530.0,670.0,1217490.0,1218030.0,540.0,both,right,both
8,07C,A,2.0,2_9,A,7.0,,07C,,,,781690,783030,1340,B,3.0,3_10,B,7.0,,,07C,,,1049220,1049600,380,En dat vierkantje heeft dan die uitsteeksels aan de onderkant zitten.,,And then that square has these protrusions on the bottom.,,07C,07C,,,True,,Deze heeft een plateau maar dan een beetje aan de bovenkant met 2 van die stokjes eronder als een soort van tafel.,,This one has a tray but a little bit at the top with 2 of those sticks underneath as a kind of table.,,,07C,07C,True,162,781690.0,783030.0,1340.0,1049220.0,1049600.0,380.0,both,both,both
8,07B,A,2.0,2_9,A,7.0,,07B,,,,809530,810000,470,B,3.0,3_10,B,7.0,,,07B,,,1048280,1048610,330,En dan zitten er twee van die balkjes onder dat vierkant.,,And then there are two of those bars under that square.,,07B,07B,,,True,,Deze heeft een plateau maar dan een beetje aan de bovenkant met 2 van die stokjes eronder als een soort van tafel.,,This one has a tray but a little bit at the top with 2 of those sticks underneath as a kind of table.,,,,07B,True,163,809530.0,810000.0,470.0,1048280.0,1048610.0,330.0,both,right,both
8,12A,B,2.0,2_10,B,12.0,,,12A,,,824260,824870,610,A,3.0,3_13,A,12.0,,12A,,,,1099530,1100110,580,,"Zo'n cirkel, een soort dienblad.",,"Such a circle, a kind of tray.",,,,12A,True,En dan heeft hij aan de rechterkant zo'n uitsteeksel met een schijf erop.,,And then on the right side it has such a protrusion with a disc on it.,,,12A,,,True,164,824260.0,824870.0,610.0,1099530.0,1100110.0,580.0,right,right,right
8,10A+10E,B,2.0,2_12,B,10.0,,,10A+10E,,,872200,872620,420,A,3.0,3_15,A,10.0,,10A+10E,,,,1116090,1116510,420,"Eh zit er een soort cirkels op de stok, als het ware, aan de uiteindes?",Maar in ieder geval zit er een soort van stok door het voorwerp heen.,"Um is there some kind of circles on the stick, as it were, at the ends?",But at least there is some kind of stick through the object.,,,10A+10E,10A+10E,True,Eh dit is degene die een stok er dwars doorheen heeft gaan.,,Um this is the one that has a stick going right through it.,,,10A+10E,,,True,165,872200.0,872620.0,420.0,1116090.0,1116510.0,420.0,right,both,both
8,08E,A,3.0,3_3,A,8.0,,08E,,,,958650,960370,1720,B,4.0,4_4,B,8.0,,,08E,,,1164670,1165800,1130,Dit is ja diegene die op diedat g- buig- ende ding staat.,,This is yes the one standing on that g- bending thing.,,,08E,,,True,,Dit is degene die zo staat op een heel gek lusje.,,This is the one that stands like this on a very crazy loop.,,,,08E,True,166,958650.0,960370.0,1720.0,1164670.0,1165800.0,1130.0,right,right,right
8,08A,A,3.0,3_3,A,8.0,,08A,,,,967370,967790,420,B,4.0,4_4,B,8.0,,,08A,,,1168040,1168260,220,Met een soort rechthoek bovenop waar twee dingen doorheen gaan.,,With a kind of rectangle on top through which two things go.,,,08A,,,True,,Met die twee dezelfde dingetjes met dat vierkant achter.,,With those two same dings with that square behind.,,,08A,08A,True,167,967370.0,967790.0,420.0,1167985.0,1168315.0,330.0,right,both,both
8,08B,A,3.0,3_3,A,8.0,,08B,,,,968940,969190,250,B,4.0,4_4,B,8.0,,,08B,,,1166870,1167670,800,Met een soort rechthoek bovenop waar twee dingen doorheen gaan.,,With a kind of rectangle on top through which two things go.,,08B,08B,,,True,,Met die twee dezelfde dingetjes met dat vierkant achter.,,With those two same dings with that square behind.,,,08B,08B,True,168,968900.0,969230.0,330.0,1166870.0,1167670.0,800.0,both,both,both
8,05E,B,3.0,3_4,B,5.0,,,05E,,,977960,978200,240,A,6.0,6_3,A,5.0,,05E,,,,1496680,1497040,360,,En aan de zijkant zo'n kap.,,And on the side such a hood.,,,05E,,True,"Ehm balk bovenop, eh kapje links en pilaartje.",,"Um beam on top, um cap left and pillar.",,,05E,,,True,169,977915.0,978245.0,330.0,1496680.0,1497040.0,360.0,right,left,right_left
8,11B,B,3.0,3_6,B,11.0,,,11B,,,996770,997260,490,A,4.0,4_3,A,11.0,,11B,,,,1157430,1157740,310,,Ehm met de- er zit een balf aan de voorkant.,,Ehm with the- there's a balf on the front.,,,,11B,True,Eh dit is degene met de twee verschillende vormen bovenop en de cirkel voor.,,Um this is the one with the two different shapes on top and the circle in front.,,,11B,,,True,170,996770.0,997260.0,490.0,1157420.0,1157750.0,330.0,right,right,right
8,16B,A,3.0,3_9,A,16.0,,16B,,,,1041010,1041460,450,B,4.0,4_12,B,16.0,,,16B,,,1252270,1252670,400,"Die achter elkaar komen, als ware van klein naar groot.",,"Which come one after another, as if from small to large.",,,16B,,,True,,En rechts zo'n blokje die van klein naar groot gaat.,,And on the right such a cube that goes from small to large.,,,,16B,True,171,1041010.0,1041460.0,450.0,1252270.0,1252670.0,400.0,right,right,right
8,07C,B,3.0,3_10,B,7.0,,,07C,,,1050780,1051380,600,A,4.0,4_9,A,7.0,,07C,,,,1224830,1225480,650,,Deze heeft een plateau maar dan een beetje aan de bovenkant met 2 van die stokjes eronder als een soort van tafel.,,This one has a tray but a little bit at the top with 2 of those sticks underneath as a kind of table.,,,07C,07C,True,Eh en de plaat heeft dan die twee uitsteeksels naar beneden.,,Um and then the plate has these two protrusions down.,,07C,07C,,,True,172,1050780.0,1051380.0,600.0,1224830.0,1225480.0,650.0,both,both,both
8,04A,A,3.0,3_11,A,4.0,,04A,,,,1070920,1071430,510,B,6.0,6_12,B,4.0,,,04A,,,1581320,1581810,490,"En dan heeft hij bovenop, heeft hij dat eh ja, volgens mij trapezium noem je dat, maar...",,"And then on top, he has that um yes, I think trapezoid you call it, but....",,04A,04A,,,True,,"Ja, met trapezium, ja.",,"Yes, with trapezoid, yes.",,,04A,04A,True,173,1070920.0,1071430.0,510.0,1581320.0,1581810.0,490.0,both,both,both
8,01C,B,3.0,3_12,B,1.0,,,01C,,,1084210,1084840,630,A,4.0,4_13,A,1.0,,01C,,,,1262160,1262720,560,,Die van klein naar groot gaan.,,Which go from small to large.,,,,01C,True,en dan links heeft hij die blokjes die van groot naar klein gaan,,and then on the left he has these cubes that go from big to small,,01C,01C,,,True,174,1084210.0,1084840.0,630.0,1262160.0,1262720.0,560.0,both,right,both
8,01A,B,3.0,3_12,B,1.0,,,01A,,,1090670,1091510,840,A,4.0,4_13,A,1.0,,01A,,,,1266190,1266580,390,,Met een stokje.,,With a stick.,,,,01A,True,en dan bovenop heeft hij de uitsteeksel met twee...,Ja. Is *14*.,and then on top it has the protrusion with two,"Yes, is *14*.",,01A,,,True,175,1090670.0,1091510.0,840.0,1266190.0,1266580.0,390.0,right,right,right
8,12A,A,3.0,3_13,A,12.0,,12A,,,,1099530,1100110,580,B,4.0,4_10,B,12.0,,,12A,,,1233130,1233820,690,En dan heeft hij aan de rechterkant zo'n uitsteeksel met een schijf erop.,,And then on the right side it has such a protrusion with a disc on it.,,,12A,,,True,,"Eh dit is met die aan de rechterkant zo'n plateau, zo'n rondje heeft.",,"Um this is with the one on the right has such a platform, such a round.",,,,12A,True,176,1099530.0,1100110.0,580.0,1233130.0,1233820.0,690.0,right,right,right
8,10A+10E,A,3.0,3_15,A,10.0,,10A+10E,,,,1116090,1116510,420,B,4.0,4_16,B,10.0,,,10A+10E,,,1288330,1289350,1020,Eh dit is degene die een stok er dwars doorheen heeft gaan.,,Um this is the one that has a stick going right through it.,,,10A+10E,,,True,,En deze heeft eh de eh ronde balk een soort van doorheen.,,And this one has eh the eh round bar kind of through it.,,,,10A+10E,True,177,1116090.0,1116510.0,420.0,1288330.0,1289350.0,1020.0,right,right,right
8,10B+10F,A,3.0,3_15,A,10.0,,10B+10F,,,,1118130,1118920,790,B,4.0,4_16,B,10.0,,,10B+10F,,,1291930,1292470,540,"En die aan allebei de uiteinden een soort, ja, schijf, ja, niet echt schijf, meer zo'n balletje heeft.",,"And which has on both ends a kind of, yes, disc, yes, not really disc, more like a ball like that.",,10B+10F,10B+10F,,,True,"O, ja.",Met die twee cirkels.,"Oh, yes.",With those two circles.,,,10B+10F,10B+10F,True,178,1118130.0,1118920.0,790.0,1291930.0,1292470.0,540.0,both,both,both
8,08E,B,4.0,4_4,B,8.0,,,08E,,,1164670,1165800,1130,A,5.0,5_7,A,8.0,,08E,,,,1364140,1364660,520,,Dit is degene die zo staat op een heel gek lusje.,,This is the one that stands like this on a very crazy loop.,,,,08E,True,Eh dit is degene die op de... die staat op het ding dat buigt,,Um this is the one on the... that's on the thing that bends,,,08E,,,True,179,1164670.0,1165800.0,1130.0,1364140.0,1364660.0,520.0,right,right,right
8,08B,B,4.0,4_4,B,8.0,,,08B,,,1166870,1167670,800,A,5.0,5_7,A,8.0,,08B,,,,1368470,1368760,290,,Met die twee dezelfde dingetjes met dat vierkant achter.,,With those two same dings with that square behind.,,,08B,08B,True,en dan eh het vierkantje heeft waar twee di(ngen) door één gaat bovenop.,,and then eh has the square where two di(ns) goes through one on top.,,,08B,,,True,180,1166870.0,1167670.0,800.0,1368450.0,1368780.0,330.0,right,both,both
8,08A,B,4.0,4_4,B,8.0,,,08A,,,1168040,1168260,220,A,5.0,5_7,A,8.0,,08A,,,,1367510,1367790,280,,Met die twee dezelfde dingetjes met dat vierkant achter.,,With those two same dings with that square behind.,,,08A,08A,True,en dan eh het vierkantje heeft waar twee di(ngen) door één gaat bovenop.,,and then eh has the square where two di(ns) goes through one on top.,,,08A,,,True,181,1167985.0,1168315.0,330.0,1367485.0,1367815.0,330.0,right,both,both
8,14B+14D,B,4.0,4_6,B,14.0,,,14B+14D,,,1190020,1191190,1170,A,5.0,5_5,A,14.0,,14B+14D,,,,1351650,1351980,330,,En twee dezelfde pinnen.,,And two of the same pins.,,,14B+14D,14B+14D,True,en dan de twee g- symmetrische dingen.,,And then the two g- symmetrical things.,,,14B+14D,,,True,182,1190020.0,1191190.0,1170.0,1351650.0,1351980.0,330.0,right,both,both
8,14C,B,4.0,4_6,B,14.0,,,14C,,,1196270,1196590,320,A,4.0,4_6,B,14.0,,14C,,,,1197370,1197800,430,,En dan een balk voor.,,And then a beam in front.,,,,14C,True,En een balk die voor naar beneden gaat.,,And a bar going down in front.,,,14C,,,True,183,1196265.0,1196595.0,330.0,1197370.0,1197800.0,430.0,right,right,right
8,09A,A,4.0,4_7,A,9.0,,09A,,,,1205750,1206010,260,B,5.0,5_12,B,9.0,,,09A,,,1426940,1427910,970,en heeft dan een eh lepeltje erin en een cirkel achter.,,And then has an eh spoon in it and a circle behind.,,,09A,,,True,,met zo'n lepeltje links eh rechts,,with such a spoon left eh right,,,,09A,True,184,1205715.0,1206045.0,330.0,1426940.0,1427910.0,970.0,right,right,right
8,09D,A,4.0,4_7,A,9.0,,09D,,,,1206570,1207270,700,B,5.0,5_12,B,9.0,,,09D,,,1430870,1431250,380,en heeft dan een eh lepeltje erin en een cirkel achter.,,And then has an eh spoon in it and a circle behind.,,,09D,,,True,,En zo'n cirkeltje achter.,,And such a circle behind.,,,,09D,True,185,1206570.0,1207270.0,700.0,1430870.0,1431250.0,380.0,right,right,right
8,02C,B,4.0,4_8,B,2.0,,,02C,,,1213580,1214010,430,A,5.0,5_1,A,2.0,,02C,,,,1301860,1302670,810,,"En een cirkeltje onder, links onder.",,"And a little circle below, bottom left.",,,,02C,True,en dan de cirkel die linksonder zit.,,and then the circle that is in the lower left.,,,02C,,,True,186,1213580.0,1214010.0,430.0,1301860.0,1302670.0,810.0,right,right,right
8,07C,A,4.0,4_9,A,7.0,,07C,,,,1224830,1225480,650,B,5.0,5_16,B,7.0,,,07C,,,1473870,1474950,1080,Eh en de plaat heeft dan die twee uitsteeksels naar beneden.,,Um and then the plate has these two protrusions down.,,07C,07C,,,True,,met die twee poten eruit.,,With those two legs out.,,,,07C,True,187,1224830.0,1225480.0,650.0,1473870.0,1474950.0,1080.0,both,right,both
8,16A,B,4.0,4_12,B,16.0,,,16A,,16C,1247970,1248590,620,A,5.0,5_3,A,16.0,,16A,,,,1328200,1328850,650,,Eh dit is met die twee lepeltjes soort van.,,Um this is with those two spoons kind of.,,,16C,16A,True,"Eh dat, ja, dat ene is een soort dikkere lepeltje maar dan heeft hij diezelfde vorm aan de linkerkant een beetje linksonder",,"Um that, yes, that one is kind of a thicker spoon but then it has that same shape on the left side a little bottom left",,16A,16A,,,True,188,1247970.0,1248590.0,620.0,1328200.0,1328850.0,650.0,both,both,both
8,16C,B,4.0,4_12,B,16.0,,,16A,,16C,1247970,1248590,620,A,5.0,5_3,A,16.0,,16C,,,,1329720,1330090,370,,Eh dit is met die twee lepeltjes soort van.,,Um this is with those two spoons kind of.,,,16C,16A,True,"Eh dat, ja, dat ene is een soort dikkere lepeltje maar dan heeft hij diezelfde vorm aan de linkerkant een beetje linksonder",,"Um that, yes, that one is kind of a thicker spoon but then it has that same shape on the left side a little bottom left",,,16C,,,True,189,1247970.0,1248590.0,620.0,1329720.0,1330090.0,370.0,right,both,both
8,06C,B,4.0,4_14,B,6.0,,,06C,,,1276710,1276990,280,A,5.0,5_15,A,6.0,,06C,,,,1464200,1465020,820,Ja.,Met aan de rechterkant een cirkel.,Yes.,With a circle on the right side.,,,,06C,True,Eh door de bal heen gaat en dan een cirkel aan de rechterkant.,,Um going through the ball and then a circle on the right side.,,,06C,,,True,190,1276685.0,1277015.0,330.0,1464200.0,1465020.0,820.0,right,right,right
8,10A+10E,B,4.0,4_16,B,10.0,,,10A+10E,,,1288330,1289350,1020,A,5.0,5_13,A,10.0,,10A+10E,,,,1437270,1437580,310,,En deze heeft eh de eh ronde balk een soort van doorheen.,,And this one has eh the eh round bar kind of through it.,,,,10A+10E,True,Eh deze heeft eh die balk die er dwars doorheen gaat met aan de beide kanten de ja een soort cirkel,,Um this one has eh that beam that goes right through it with on both sides the yes a kind of circle,,,10A+10E,,,True,191,1288330.0,1289350.0,1020.0,1437260.0,1437590.0,330.0,right,right,right
8,10B+10F,B,4.0,4_16,B,10.0,,,10B+10F,,,1291930,1292470,540,A,5.0,5_13,A,10.0,,10B+10F,,,,1439210,1439930,720,"O, ja.",Met die twee cirkels.,"Oh, yes.",With those two circles.,,,10B+10F,10B+10F,True,Eh deze heeft eh die balk die er dwars doorheen gaat met aan de beide kanten de ja een soort cirkel,,Um this one has eh that beam that goes right through it with on both sides the yes a kind of circle,,,10B+10F,,,True,192,1291930.0,1292470.0,540.0,1439210.0,1439930.0,720.0,right,both,both
8,16A,A,5.0,5_3,A,16.0,,16A,,,,1328200,1328850,650,B,6.0,6_4,B,16.0,,,16A,,,1503530,1503850,320,"Eh dat, ja, dat ene is een soort dikkere lepeltje maar dan heeft hij diezelfde vorm aan de linkerkant een beetje linksonder",,"Um that, yes, that one is kind of a thicker spoon but then it has that same shape on the left side a little bottom left",,16A,16A,,,True,,"Eh twee dezelfde uitsteeksels, een bovenop en een linksonder",,"Um two same protrusions, one on top and one on the bottom left",,,,16A,True,193,1328200.0,1328850.0,650.0,1503525.0,1503855.0,330.0,both,right,both
8,14C,A,5.0,5_5,A,14.0,,14C,,,,1350250,1350740,490,B,6.0,6_10,B,14.0,,,14C,,,1566080,1566380,300,en de balk die aan de voorkant naar beneden gaat,,and the bar that goes down at the front,,,14C,,,True,,"Deze heeft die bal bovenop en die balk aan de voorkant en aan de zijkant, 2 dezelfde dingen.",,"This one has that ball on top and that bar on the front and on the side, 2 same things.",,,,14C,True,194,1350250.0,1350740.0,490.0,1566065.0,1566395.0,330.0,right,right,right
8,14B+14D,A,5.0,5_5,A,14.0,,14B+14D,,,,1351650,1351980,330,B,6.0,6_10,B,14.0,,,14B+14D,,,1567570,1568050,480,en dan de twee g- symmetrische dingen.,,And then the two g- symmetrical things.,,,14B+14D,,,True,,"Deze heeft die bal bovenop en die balk aan de voorkant en aan de zijkant, 2 dezelfde dingen.",,"This one has that ball on top and that bar on the front and on the side, 2 same things.",,,14B+14D,14B+14D,True,195,1351650.0,1351980.0,330.0,1567570.0,1568050.0,480.0,right,both,both
8,08E,A,5.0,5_7,A,8.0,,08E,,,,1364140,1364660,520,B,6.0,6_14,B,8.0,,,08E,,,1596130,1596680,550,Eh dit is degene die op de... die staat op het ding dat buigt,,Um this is the one on the... that's on the thing that bends,,,08E,,,True,,Dit is degene die staat op zo'n half ehm op zo'n gek hoekje.,,This is the one standing on such a half ehm on such a crazy corner.,,,,08E,True,196,1364140.0,1364660.0,520.0,1596130.0,1596680.0,550.0,right,right,right
8,09A,B,5.0,5_12,B,9.0,,,09A,,,1426940,1427910,970,A,6.0,6_7,A,9.0,,09A,,,,1543810,1545200,1390,,met zo'n lepeltje links eh rechts,,with such a spoon left eh right,,,,09A,True,De lepel aan de bovenkant dus en dan de cirkel erachter.,Eh yes.,So the spoon at the top and then the circle behind it.,Um yes.,,09A,,,True,197,1426940.0,1427910.0,970.0,1543810.0,1545200.0,1390.0,right,right,right
8,09D,B,5.0,5_12,B,9.0,,,09D,,,1430870,1431250,380,A,6.0,6_7,A,9.0,,09D,,,,1538880,1539840,960,,En zo'n cirkeltje achter.,,And such a circle behind.,,,,09D,True,en heeft dan een cirkel achter met een soort lepel erin.,,and then has a circle behind with a kind of spoon in it.,,,09D,,,True,198,1430870.0,1431250.0,380.0,1538880.0,1539840.0,960.0,right,right,right
