turn_id,pair,speaker,trial,from_ts,to_ts,start,end,duration,original_text,text,lemma,pos,eng_text,num_words,num_content_words
5946,012,A,1_9,00:08:46.939,00:08:47.624,526.939,527.624,0.6850000000000591,Oh pl- oh,Oh  oh,Oh   oh,"['SYM', 'SPACE', 'INTJ']",Oh pl- oh,2,0
5947,012,A,1_9,00:08:49.204,00:08:51.592,529.204,531.592,2.3880000000000337,"Oké, pla-platte vierkant met...",Oké platte vierkant met,Oké plat vierkant met,"['ADJ', 'ADJ', 'ADJ', 'ADP']","Okay, pla-platte square with...",4,3
5948,012,A,1_9,00:08:52.157,00:08:53.313,532.157,533.313,1.155999999999949,"Oh, oké, en dan...",Oh oké en dan,Oh oké en dan,"['INTJ', 'ADJ', 'CCONJ', 'ADV']","Oh, okay, and then...",4,2
5949,012,A,1_9,00:08:53.787,00:08:56.351,533.787,536.351,2.5639999999999645,"V- eh, soort van door de vierkant heen.",eh soort van door de vierkant heen,eh soort van door de vierkant heen,"['INTJ', 'NOUN', 'ADP', 'ADP', 'DET', 'NOUN', 'ADP']","V- eh, kind of through the square.",7,2
5950,012,B,1_9,00:08:56.502,00:08:57.415,536.502,537.415,0.9130000000000109,"Ja, ja.",Ja ja,ja ja,"['INTJ', 'INTJ']","Yes, yes.",2,0
5951,012,A,1_9,00:08:57.388,00:08:58.424,537.388,538.424,1.0359999999999445,"Oh, oké.",Oh oké,Oh oké,"['INTJ', 'ADJ']","Oh, okay.",2,1
5952,012,A,1_9,00:08:58.634,00:09:00.092,538.634,540.092,1.45799999999997,"Ja, ik snap hem.",Ja ik snap hem,ja ik snapen hem,"['INTJ', 'PRON', 'VERB', 'PRON']","Yes, I get it.",4,1
5953,012,A,1_9,00:09:00.443,00:09:01.655,540.443,541.655,1.211999999999989,Huh i- eh *I*.,Huh  eh I,huh   eh I,"['VERB', 'SPACE', 'INTJ', 'NOUN']",Huh i- eh *I*.,3,2
5954,012,B,1_10,00:09:02.259,00:09:04.050,542.259,544.05,1.79099999999994,"Sorry, duurde wat langer.",Sorry duurde wat langer,sorry duren wat lang,"['SYM', 'VERB', 'PRON', 'ADJ']","Sorry, took a little longer.",4,2
5955,012,A,1_10,00:09:03.804,00:09:05.051,543.804,545.051,1.247000000000071,"Ja, nee, maakt niet uit.",Ja nee maakt niet uit,ja nee maken niet uit,"['INTJ', 'INTJ', 'VERB', 'ADV', 'ADP']","Yes, no, doesn't matter.",5,2
5956,012,B,1_10,00:09:04.208,00:09:04.484,544.208,544.484,0.2760000000000673,Oké.,Oké,Oké,['ADJ'],Okay.,1,1
5957,012,A,1_10,00:09:06.825,00:09:08.089,546.825,548.089,1.26400000000001,"Oké, ehm...",Oké ehm,Oké ehm,"['ADJ', 'ADP']","Okay, um...",2,1
5958,012,A,1_10,00:09:09.582,00:09:10.056,549.582,550.056,0.4740000000000464,Ja.,Ja,ja,['INTJ'],Yes.,1,0
5959,012,A,1_10,00:09:10.162,00:09:13.393,550.162,553.393,3.2309999999999945,"Dit lijkt op een kopje koffie, vond ik.",Dit lijkt op een kopje koffie vond ik,dit lijken op een kop koffie vinden ik,"['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'PRON']","This looks like a cup of coffee, I thought.",8,4
5960,012,A,1_10,00:09:13.639,00:09:16.484,553.639,556.484,2.8450000000000273,"En het heeft een, soort van...",En het heeft een soort van,en het hebben een soort van,"['CCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP']","And it has a, sort of...",6,2
5961,012,A,1_10,00:09:16.729,00:09:20.013,556.729,560.013,3.283999999999992,"Het is geen ro- eh perfecte bal, maar het zit een bal erop.",Het is geen  eh perfecte bal maar het zit een bal erop,het zijn geen   eh perfect bal maar het zitten een bal erop,"['PRON', 'AUX', 'DET', 'SPACE', 'INTJ', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADV']","It's not a ro- er perfect ball, but it's a ball on it.",12,5
5962,012,A,1_10,00:09:20.769,00:09:21.945,560.769,561.945,1.1760000000000446,Aan de rechterkant.,Aan de rechterkant,aan de rechterkant,"['ADP', 'DET', 'NOUN']",On the right.,3,1
5963,012,B,1_10,00:09:22.218,00:09:24.185,562.218,564.185,1.9669999999999845,Een kopje koffie met een bal erop.,Een kopje koffie met een bal erop,een kop koffie met een bal erop,"['DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV']",A cup of coffee with a ball on it.,7,4
5964,012,A,1_10,00:09:24.398,00:09:28.876,564.398,568.876,4.477999999999952,"Ja, want het heeft twee staafjes eh boven die er zo uit gaan.",Ja want het heeft twee staafjes eh boven die er zo uit gaan,ja want het hebben twee staaf eh boven die er zo uit gaan,"['INTJ', 'CCONJ', 'PRON', 'AUX', 'NUM', 'NOUN', 'INTJ', 'ADP', 'PRON', 'ADV', 'ADV', 'ADP', 'VERB']","Yes, because it has two rods eh above that go out like this.",13,4
5965,012,A,1_10,00:09:29.438,00:09:35.812,569.438,575.812,6.374000000000024,"Eentje, één staaf is vierkant en de andere staaf is eh... niet vierkant.",Eentje één staaf is vierkant en de andere staaf is eh niet vierkant,eentje één staaf zijn vierkant en de ander staaf zijn eh niet vierkant,"['NUM', 'NUM', 'NOUN', 'PRON', 'ADJ', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'INTJ', 'ADV', 'ADJ']","One, one bar is square and the other bar is um ... not square.",13,6
5966,012,A,1_10,00:09:37.042,00:09:39.483,577.042,579.483,2.4409999999999172,"Eh, en dan s- en dan heeft hij nog een linkerarm.",Eh en dan  en dan heeft hij nog een linkerarm,Eh en dan   en dan hebben hij nog een linkerarm,"['INTJ', 'CCONJ', 'ADV', 'SPACE', 'CCONJ', 'ADV', 'AUX', 'PRON', 'ADV', 'DET', 'NOUN']","Um, and then s-and then he still has a left arm.",10,4
5967,012,A,1_10,00:09:39.573,00:09:41.151,579.573,581.151,1.5779999999999745,En aan de rechterkant heeft hij een bal.,En aan de rechterkant heeft hij een bal,en aan de rechterkant hebben hij een bal,"['CCONJ', 'ADP', 'DET', 'NOUN', 'AUX', 'PRON', 'DET', 'NOUN']",And on the right side he has a ball.,8,2
5968,012,B,1_10,00:09:41.284,00:09:42.355,581.284,582.355,1.0710000000000264,Oh...,Oh,Oh,['INTJ'],Oh...,1,0
5969,012,B,1_10,00:09:42.583,00:09:43.251,582.583,583.251,0.6680000000000064,Oh ja.,Oh ja,Oh ja,"['INTJ', 'INTJ']",Oh yes.,2,0
5970,012,A,1_10,00:09:42.872,00:09:43.487,582.872,583.487,0.6150000000000091,Ja.,Ja,ja,['INTJ'],Yes.,1,0
5971,012,B,1_10,00:09:44.497,00:09:48.291,584.497,588.291,3.7940000000000964,"Ja, dat is één zo gekke vorm, daar de linker staaf.",Ja dat is één zo gekke vorm daar de linker staaf,ja dat zijn één zo gek vorm daar de linker staaf,"['INTJ', 'PRON', 'PRON', 'NUM', 'ADV', 'ADJ', 'NOUN', 'ADV', 'DET', 'ADJ', 'NOUN']","Yes, that is one so crazy shape, there the left bar.",11,6
5972,012,A,1_10,00:09:48.625,00:09:51.434,588.625,591.434,2.808999999999969,"Ja, ja een soort van driehoek wat er uitsteekt.",Ja ja een soort van driehoek wat er uitsteekt,ja ja een soort van driehoek wat er uitsteken,"['INTJ', 'INTJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PRON', 'ADV', 'VERB']","Yes, yes a kind of triangle what sticks out.",9,4
5973,012,B,1_10,00:09:51.785,00:09:52.593,591.785,592.593,0.8079999999999927,"Ja, oké.",Ja oké,ja oké,"['INTJ', 'ADJ']","Yes, okay.",2,1
5974,012,B,1_10,00:09:53.102,00:09:54.314,593.102,594.314,1.211999999999989,Dat is e- *11*.,Dat is  11,dat zijn   11,"['SCONJ', 'PRON', 'SPACE', 'NUM']",That is e- *11*.,3,0
5975,012,A,1_10,00:09:53.208,00:09:53.507,593.208,593.507,0.29899999999997817,Ja.,Ja,ja,['INTJ'],Yes.,1,0
5976,012,B,1_11,00:09:56.755,00:09:59.442,596.755,599.442,2.687000000000012,"Ehm, ja deze had ik omschreven als twee knuppels.",Ehm ja deze had ik omschreven als twee knuppels,ehm ja deze hebben ik omschrijven als twee knuppel,"['ADV', 'INTJ', 'PRON', 'AUX', 'PRON', 'VERB', 'SCONJ', 'NUM', 'NOUN']","Um, yes this one I had described as two billets.",9,3
5977,012,A,1_11,00:09:59.706,00:10:00.282,599.706,600.282,0.5760000000000218,Oké.,Oké,Oké,['ADJ'],Okay.,1,1
5978,012,B,1_11,00:09:59.899,00:10:01.788,599.899,601.788,1.88900000000001,Eentje boven en eentje links.,Eentje boven en eentje links,eentje boven en één link,"['NUM', 'ADP', 'CCONJ', 'NUM', 'NOUN']",One on top and one on the left.,5,1
5979,012,A,1_11,00:10:03.474,00:10:05.772,603.474,605.772,2.298000000000002,"Boven, eentje links.",Boven eentje links,boven één links,"['ADP', 'NUM', 'NOUN']","Above, one on the left.",3,1
5980,012,B,1_11,00:10:05.827,00:10:07.753,605.827,607.753,1.9260000000000446,"Echt zo'n knuppelvorm, laat maar zeggen.",Echt zo'n knuppelvorm laat maar zeggen,echt zo'n knuppelvorm laten maar zeggen,"['ADJ', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB']","Really such a bat shape, let's say.",6,5
5981,012,A,1_11,00:10:07.548,00:10:08.602,607.548,608.602,1.0539999999999736,"Oh, ja.",Oh ja,Oh ja,"['INTJ', 'INTJ']","Oh, yes.",2,0
5982,012,B,1_11,00:10:09.128,00:10:12.886,609.128,612.886,3.7579999999999245,En dan rechts zit er zo'n gekke verrekijker eh vorm.,En dan rechts zit er zo'n gekke verrekijker eh vorm,en dan rechts zitten er zo'n gek verrekijker eh vorm,"['CCONJ', 'ADV', 'ADJ', 'VERB', 'ADV', 'DET', 'ADJ', 'NOUN', 'INTJ', 'NOUN']",And then on the right there's this crazy binocular eh shape.,10,7
5983,012,B,1_11,00:10:13.067,00:10:14.168,613.067,614.168,1.100999999999999,Zoals bij die robot.,Zoals bij die robot,zoals bij die robot,"['SCONJ', 'ADP', 'DET', 'NOUN']",As with that robot.,4,1
5984,012,B,1_11,00:10:16.100,00:10:18.327,616.1,618.327,2.2269999999999754,En er zit links nog een of ander gek...,En er zit links nog een of ander gek,en er zitten links nog één of ander gek,"['CCONJ', 'ADV', 'VERB', 'ADJ', 'ADV', 'NUM', 'CCONJ', 'ADJ', 'ADJ']",And there's some weirdo on the left....,9,6
5985,012,A,1_11,00:10:16.311,00:10:16.926,616.311,616.926,0.6150000000000091,Ehm.,Ehm,Ehm,['ADP'],Um.,1,0
5986,012,A,1_11,00:10:18.436,00:10:20.016,618.436,620.016,1.5799999999999272,Nog een verrekijker.,Nog een verrekijker,nog een verrekijker,"['ADV', 'DET', 'NOUN']",Another pair of binoculars.,3,2
5987,012,A,1_11,00:10:21.222,00:10:22.861,621.222,622.861,1.63900000000001,Ben ik op zoek?,Ben ik op zoek,zijn ik op zoek,"['AUX', 'PRON', 'ADP', 'ADJ']",Am I looking?,4,1
5988,012,B,1_11,00:10:23.104,00:10:24.719,623.104,624.719,1.615000000000009,"Ja, weet je nog, die robot met die twee...",Ja weet je nog die robot met die twee,ja weten je nog die robot met die twee,"['INTJ', 'VERB', 'PRON', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NUM']","Yes, you remember the robot with the two...",9,3
5989,012,A,1_11,00:10:24.494,00:10:25.513,624.494,625.513,1.0190000000000055,J-Ja.,Ja,ja,['INTJ'],Y-Yes.,1,0
5990,012,B,1_11,00:10:25.914,00:10:27.441,625.914,627.441,1.5270000000000437,"Ja, die heeft hij dan rechts.",Ja die heeft hij dan rechts,ja die hebben hij dan rechts,"['INTJ', 'PRON', 'AUX', 'PRON', 'ADV', 'ADJ']","Yes, he has that on the right then.",6,2
5991,012,A,1_11,00:10:27.778,00:10:28.406,627.778,628.406,0.6279999999999291,"Oh, oké.",Oh oké,Oh oké,"['INTJ', 'ADJ']","Oh, okay.",2,1
5992,012,B,1_11,00:10:27.916,00:10:28.899,627.916,628.899,0.9829999999999472,Zo'n zelfde vorm.,Zo'n zelfde vorm,zo'n zelfde vorm,"['DET', 'ADJ', 'NOUN']",Such a similar shape.,3,2
5993,012,A,1_11,00:10:29.253,00:10:30.448,629.253,630.448,1.1949999999999363,"Oh, ja, ik zie hem.",Oh ja ik zie hem,Oh ja ik zien hem,"['INTJ', 'INTJ', 'PRON', 'VERB', 'PRON']","Oh, yes, I see him.",5,1
5994,012,B,1_11,00:10:30.901,00:10:32.025,630.901,632.025,1.1240000000000236,En dan twee knuppels.,En dan twee knuppels,en dan twee knuppel,"['CCONJ', 'ADV', 'NUM', 'NOUN']",And then two billets.,4,2
5995,012,B,1_11,00:10:33.079,00:10:34.782,633.079,634.782,1.7030000000000882,En nog zo'n f- gek flummeltje.,En nog zo'n  gek flummeltje,en nog zo'n   gek flummel,"['CCONJ', 'ADV', 'DET', 'SPACE', 'ADJ', 'PROPN']",And another one of those f- crazy flummoxes.,5,3
5996,012,A,1_11,00:10:34.539,00:10:36.190,634.539,636.19,1.6510000000000673,"Ja, nog een arm.",Ja nog een arm,ja nog een arm,"['INTJ', 'ADV', 'DET', 'NOUN']","Yes, another arm.",4,2
5997,012,B,1_11,00:10:36.327,00:10:37.293,636.327,637.293,0.9660000000000082,"Ja, zoiets.",Ja zoiets,ja zoiets,"['INTJ', 'PRON']","Yes, something like that.",2,0
5998,012,A,1_11,00:10:36.506,00:10:37.068,636.506,637.068,0.5620000000000118,Zo'n...,Zo'n,zo'n,['PRON'],Such a...,1,0
5999,012,B,1_11,00:10:37.532,00:10:38.814,637.532,638.814,1.2819999999999254,Ik weet niet wat dat is.,Ik weet niet wat dat is,ik weten niet wat dat zijn,"['PRON', 'VERB', 'ADV', 'PRON', 'PRON', 'AUX']",I don't know what that is.,6,2
6000,012,B,1_11,00:10:38.884,00:10:40.851,638.884,640.851,1.9669999999999845,Ik neem alles wat ik niet weet gewoon een flummeltje.,Ik neem alles wat ik niet weet gewoon een flummeltje,ik neem alles wat ik niet weten gewoon een flummel,"['PRON', 'VERB', 'PRON', 'PRON', 'PRON', 'ADV', 'VERB', 'ADJ', 'DET', 'NOUN']",I take anything I don't know just a flummery.,10,5
6001,012,B,1_11,00:10:40.903,00:10:41.746,640.903,641.746,0.8429999999999609,Maar dan weet je dat.,Maar dan weet je dat,maar dan weten je dat,"['CCONJ', 'ADV', 'VERB', 'PRON', 'PRON']",But then you know.,5,2
6002,012,A,1_11,00:10:41.104,00:10:42.487,641.104,642.487,1.3829999999999245,"Ja, nee nee nee, is goed.",Ja nee nee nee is goed,ja nee nee nee zijn goed,"['INTJ', 'INTJ', 'INTJ', 'INTJ', 'PRON', 'ADJ']","Yes, no no no, is good.",6,1
6003,012,A,1_11,00:10:42.527,00:10:45.477,642.527,645.477,2.949999999999932,"Als je zegt waar die positie is, zeg maar, dan snap ik...",Als je zegt waar die positie is zeg maar dan snap ik,als je zeggen waar die positie zijn zeggen maar dan snap ik,"['SCONJ', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'AUX', 'VERB', 'CCONJ', 'ADV', 'VERB', 'PRON']","If you say where that position is, say, I understand....",12,6
6004,012,B,1_11,00:10:44.925,00:10:45.259,644.925,645.259,0.33400000000006,Ja.,Ja,ja,['INTJ'],Yes.,1,0
6005,012,A,1_11,00:10:45.881,00:10:46.653,645.881,646.653,0.7720000000000482,"Oké, het is *H*.",Oké het is H,Oké het zijn H,"['ADJ', 'PRON', 'PRON', 'PROPN']","Okay, it's *H*.",4,2
6006,012,A,1_12,00:10:48.339,00:10:48.778,648.339,648.778,0.43899999999996453,"Oh, oké.",Oh oké,Oh oké,"['INTJ', 'ADJ']","Oh, okay.",2,1
6007,012,A,1_12,00:10:48.796,00:10:53.625,648.796,653.625,4.828999999999951,Deze noemde ik Pipi Langkous want ze-het heeft van die eh staartjes.,Deze noemde ik Pipi Langkous want het heeft van die eh staartjes,deze noemen ik Pipi Langkous want het hebben van die eh staart,"['PRON', 'VERB', 'PRON', 'PROPN', 'PROPN', 'CCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'INTJ', 'NOUN']",This one I called Pipi Longstocking because she-it has those um tails.,12,5
6008,012,A,1_12,00:10:53.695,00:10:54.134,653.695,654.134,0.43899999999996453,Zo.,Zo,zo,['ADV'],So.,1,1
6009,012,B,1_12,00:10:54.570,00:10:56.519,654.57,656.519,1.9489999999999554,"Oh, op zo'n eh plateau.",Oh op zo'n eh plateau,Oh op zo'n eh plateau,"['INTJ', 'ADP', 'DET', 'INTJ', 'NOUN']","Oh, on one of those um platforms.",5,1
6010,012,A,1_12,00:10:55.241,00:10:56.488,655.241,656.488,1.247000000000071,En dan een cir-...,En dan een,en dan een,"['CCONJ', 'SCONJ', 'DET']",And then a cir-...,3,0
6011,012,A,1_12,00:10:56.698,00:10:57.120,656.698,657.12,0.42200000000002547,Ja.,Ja,ja,['INTJ'],Yes.,1,0
6012,012,A,1_12,00:10:57.629,00:10:58.858,657.629,658.858,1.2289999999999281,"Op een plateau, inderdaad.",Op een plateau inderdaad,op een plateau inderdaad,"['ADP', 'DET', 'NOUN', 'ADV']","On a plateau, indeed.",4,2
6013,012,A,1_12,00:10:58.959,00:11:00.105,658.959,660.105,1.1460000000000719,En een cirkel.,En een cirkel,en een cirkel,"['CCONJ', 'DET', 'NOUN']",And a circle.,3,1
6014,012,B,1_12,00:11:00.488,00:11:01.050,660.488,661.05,0.5619999999998981,Oh ja.,Oh ja,Oh ja,"['INTJ', 'INTJ']",Oh yes.,2,0
6015,012,B,1_12,00:11:01.138,00:11:01.507,661.138,661.507,0.3689999999999145,Oké.,Oké,Oké,['ADJ'],Okay.,1,1
6016,012,B,1_12,00:11:01.630,00:11:03.228,661.63,663.228,1.5979999999999563,Dat is v- *4*.,Dat is  4,dat zijn   4,"['SCONJ', 'PRON', 'SPACE', 'NUM']",That's v- *4*.,3,0
6017,012,A,1_12,00:11:01.791,00:11:02.212,661.791,662.212,0.4209999999999354,En nog...,En nog,en nog,"['CCONJ', 'ADV']",And yet...,2,1
6018,012,B,1_13,00:11:05.440,00:11:09.831,665.44,669.831,4.390999999999963,"Ehm, deze heeft als neus één grote balk naar beneden.",Ehm deze heeft als neus één grote balk naar beneden,ehm deze hebben als neus één groot balk naar beneden,"['ADP', 'PRON', 'NOUN', 'SCONJ', 'NOUN', 'NUM', 'ADJ', 'NOUN', 'ADP', 'ADP']","Ehm, this one has like nose one big bar down.",10,4
6019,012,B,1_13,00:11:11.464,00:11:14.397,671.464,674.397,2.9329999999999927,En hij heeft twee van die armpjes die een beetje krom staan.,En hij heeft twee van die armpjes die een beetje krom staan,en hij hebben twee van die armp die een beetje krom staan,"['CCONJ', 'PRON', 'AUX', 'NUM', 'ADP', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'ADJ', 'VERB']",And he has two of those little arms that are a little crooked.,12,4
6020,012,A,1_13,00:11:14.657,00:11:15.641,674.657,675.641,0.9839999999999236,"Oh, ja.",Oh ja,Oh ja,"['INTJ', 'INTJ']","Oh, yes.",2,0
6021,012,B,1_13,00:11:15.696,00:11:17.154,675.696,677.154,1.45799999999997,En een bal op zijn hoofd.,En een bal op zijn hoofd,en een bal op zijn hoofd,"['CCONJ', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN']",And a ball on his head.,6,2
6022,012,A,1_13,00:11:17.045,00:11:17.537,677.045,677.537,0.4920000000000755,"Oh, oké.",Oh oké,Oh oké,"['INTJ', 'ADJ']","Oh, okay.",2,1
6023,012,A,1_13,00:11:17.660,00:11:18.029,677.66,678.029,0.3690000000000282,*N*.,N,N,['ADJ'],*N*.,1,1
6024,012,A,1_14,00:11:20.417,00:11:20.786,680.417,680.786,0.3689999999999145,Oké.,Oké,Oké,['ADJ'],Okay.,1,1
6025,012,A,1_14,00:11:21.120,00:11:23.350,681.12,683.35,2.230000000000018,"De- ja, deze vind ik een beetje gekkig.",ja deze vind ik een beetje gekkig,ja deze vinden ik een beetje gekkig,"['INTJ', 'PRON', 'VERB', 'PRON', 'DET', 'NOUN', 'ADJ']","The- yes, I find this one a little geeky.",7,3
6026,012,A,1_14,00:11:23.473,00:11:25.475,683.473,685.475,2.0020000000000664,Het is een soort van een vierkante hula hoop.,Het is een soort van een vierkante hula hoop,het zijn een soort van een vierkant hula hopen,"['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB']",It's sort of a square hula hoop.,9,4
6027,012,A,1_14,00:11:25.492,00:11:28.337,685.492,688.337,2.8450000000000273,Het is een soort van een zwevend plateau.,Het is een soort van een zwevend plateau,het zijn een soort van een zweven plateau,"['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN']",It's sort of a floating platform.,8,3
6028,012,A,1_14,00:11:28.530,00:11:28.952,688.53,688.952,0.42200000000002547,Wat...,Wat,wat,['PRON'],What...,1,0
6029,012,A,1_14,00:11:30.339,00:11:30.813,690.339,690.813,0.4739999999999327,Zo...,Zo,zo,['ADV'],So...,1,1
6030,012,B,1_14,00:11:30.706,00:11:31.479,690.706,691.479,0.7730000000000246,Oh!,Oh,Oh,['INTJ'],Oh!,1,0
6031,012,A,1_14,00:11:31.656,00:11:32.552,691.656,692.552,0.8960000000000719,Met een eh...,Met een eh,met een eh,"['ADP', 'DET', 'NOUN']",With an um...,3,1
6032,012,A,1_14,00:11:33.412,00:11:38.031,693.412,698.031,4.6189999999999145,"Eh, links een hoekige staaf.",Eh links een hoekige staaf,eh link een hoekig staaf,"['INTJ', 'NOUN', 'DET', 'ADJ', 'NOUN']","Um, on the left an angular rod.",5,3
6033,012,B,1_14,00:11:38.170,00:11:38.679,698.17,698.679,0.5090000000000146,Ja.,Ja,ja,['INTJ'],Yes.,1,0
6034,012,A,1_14,00:11:38.312,00:11:40.333,698.312,700.333,2.020999999999958,"Dus zit(?) een eh staaf, zit een hoek in.",Dus zit een eh staaf zit een hoek in,dus zitten een eh staaf zitten een hoek in,"['ADV', 'VERB', 'DET', 'INTJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP']","So sitting(?) an eh rod, there's an angle in it.",9,5
6035,012,A,1_14,00:11:40.667,00:11:42.862,700.667,702.862,2.1949999999999363,En twee van die dingen op zijn hoofd.,En twee van die dingen op zijn hoofd,en twee van die ding op zijn hoofd,"['CCONJ', 'NUM', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN']",And two of those things on his head.,8,2
6036,012,B,1_14,00:11:40.789,00:11:41.123,700.789,701.123,0.33400000000006,Ja.,Ja,ja,['INTJ'],Yes.,1,0
6037,012,B,1_14,00:11:42.142,00:11:42.510,702.142,702.51,0.36799999999993815,Ja.,Ja,ja,['INTJ'],Yes.,1,0
6038,012,B,1_14,00:11:42.897,00:11:44.126,702.897,704.126,1.2289999999999281,"Oké, dan heb ik hem.",Oké dan heb ik hem,Oké dan hebben ik hem,"['ADJ', 'ADV', 'VERB', 'PRON', 'PRON']","Okay, then I got it.",5,3
6039,012,A,1_14,00:11:43.055,00:11:44.021,703.055,704.021,0.9660000000000082,Cylindertjes.,Cylindertjes,Cylindertjes,['NOUN'],Cylinders.,1,1
6040,012,B,1_14,00:11:44.266,00:11:44.846,704.266,704.846,0.5800000000000409,Yes.,Yes,Yes,['SYM'],Yes.,1,0
6041,012,B,1_14,00:11:44.899,00:11:45.812,704.899,705.812,0.9130000000000109,Dat is *8*.,Dat is 8,dat zijn 8,"['SCONJ', 'PRON', 'NUM']",That's *8*.,3,0
6042,012,A,1_14,00:11:45.172,00:11:45.313,705.172,705.313,0.1409999999999627,(o)ké.,oké,oké,['ADJ'],(o)ké.,1,1
6043,012,B,1_15,00:11:47.287,00:11:50.711,707.287,710.711,3.423999999999978,"Oh ja, deze had ik omschreven als een paal door zijn neus.",Oh ja deze had ik omschreven als een paal door zijn neus,Oh ja deze hebben ik omschrijven als een paal door zijn neus,"['INTJ', 'INTJ', 'PRON', 'AUX', 'PRON', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN']","Oh yes, this one I had described as a pole through his nose.",12,3
6044,012,A,1_15,00:11:51.319,00:11:52.355,711.319,712.355,1.0360000000000582,"Oh eh sorry, wat?",Oh eh sorry wat,Oh eh sorry wat,"['INTJ', 'INTJ', 'SYM', 'PRON']","Oh um sorry, what?",4,0
6045,012,B,1_15,00:11:53.029,00:11:54.382,713.029,714.382,1.3529999999999518,Een paal door zijn neus.,Een paal door zijn neus,een paal door zijn neus,"['DET', 'NOUN', 'ADP', 'PRON', 'NOUN']",A pole through his nose.,5,2
6046,012,A,1_15,00:11:54.902,00:11:56.183,714.902,716.183,1.280999999999949,Paal door zijn neus.,Paal door zijn neus,Paal door zijn neus,"['NOUN', 'ADP', 'PRON', 'NOUN']",Pole through his nose.,4,2
6047,012,A,1_15,00:11:56.201,00:11:56.713,716.201,716.713,0.5119999999999436,"Oh, oké.",Oh oké,Oh oké,"['INTJ', 'ADJ']","Oh, okay.",2,1
6048,012,B,1_15,00:11:56.789,00:12:01.688,716.789,721.688,4.899000000000001,"Echt zo'n neusje met zo'n paal erdoor, en dan zo'n ronde schijf er nog achter.",Echt zo'n neusje met zo'n paal erdoor en dan zo'n ronde schijf er nog achter,echt zo'n neus met zo'n paal erdoor en dan zo'n rond schijf er nog achter,"['ADJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'CCONJ', 'ADV', 'ADV', 'ADP', 'NOUN', 'ADV', 'ADV', 'ADP']","Really such a nose with such a pole through it, and then such a round disk still behind it.",15,9
6049,012,A,1_15,00:12:00.187,00:12:00.854,720.187,720.854,0.66700000000003,Oh.,Oh,Oh,['INTJ'],Oh.,1,0
6050,012,A,1_15,00:12:01.487,00:12:02.119,721.487,722.119,0.6320000000000618,Ja.,Ja,ja,['INTJ'],Yes.,1,0
6051,012,A,1_15,00:12:02.488,00:12:04.261,722.488,724.261,1.7729999999999109,"Ja, ik snap wat je bedoelt.",Ja ik snap wat je bedoelt,ja ik snapen wat je bedoelen,"['INTJ', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB']","Yes, I see what you mean.",6,2
6052,012,B,1_15,00:12:03.199,00:12:05.921,723.199,725.921,2.7220000000000937,En een zo'n klein... fliemeltje van bov-,En een zo'n klein fliemeltje van,en een zo'n klein fliemel van,"['CCONJ', 'DET', 'DET', 'ADJ', 'NOUN', 'ADP']",And one of those little ... flimsy ones from bov-,6,2
6053,012,A,1_15,00:12:05.659,00:12:06.730,725.659,726.73,1.0710000000000264,Op de hoofd.,Op de hoofd,op de hoofd,"['ADP', 'DET', 'NOUN']",On the head.,3,1
6054,012,B,1_15,00:12:07.062,00:12:07.325,727.062,727.325,0.26300000000003365,Ja.,Ja,ja,['INTJ'],Yes.,1,0
6055,012,A,1_15,00:12:07.432,00:12:07.889,727.432,727.889,0.45699999999999363,Ja.,Ja,ja,['INTJ'],Yes.,1,0
6056,012,A,1_15,00:12:09.241,00:12:10.909,729.241,730.909,1.6680000000000064,Een soort van piercing of zo.,Een soort van piercing of zo,een soort van piercing of zo,"['DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADV']",Some kind of piercing or something.,6,3
6057,012,B,1_15,00:12:10.838,00:12:11.944,730.838,731.944,1.1059999999999945,"Ja, zoiets.",Ja zoiets,ja zoiets,"['INTJ', 'PRON']","Yes, something like that.",2,0
