Begin Time - msec,End Time - msec,Duration - msec,A_LH_gesture,A_RH_gesture,B_LH_gesture,B_RH_gesture,File,File Path,A_LH_gesture_beat,A_LH_gesture_comments,A_LH_gesture_deixis,A_LH_gesture_iconicity,A_LH_gesture_pragmaticality,A_LH_gesture_referent,A_RH_gesture_beat,A_RH_gesture_comments,A_RH_gesture_deixis,A_RH_gesture_iconicity,A_RH_gesture_pragmaticality,A_RH_gesture_referent,A_speech,A_speech_eng,B_LH_gesture_beat,B_LH_gesture_comments,B_LH_gesture_deixis,B_LH_gesture_iconicity,B_LH_gesture_pragmaticality,B_LH_gesture_referent,B_RH_gesture_beat,B_RH_gesture_comments,B_RH_gesture_deixis,B_RH_gesture_iconicity,B_RH_gesture_pragmaticality,B_RH_gesture_referent,B_speech,B_speech_eng,accuracy,comments,correct_answer,director,given_answer,round,target,trial,pair,gesturer,iconic_a,iconic_b,iconic
406876,408216,1340,,gesture,,,013.eaf,,,,,,,,,,,1.0,,03C,En daaronder komt een een spiraalvormig iets.,And below that comes a a spiral-shaped something.,,,,,,,,,,,,,,,,,3,A,,1.0,3.0,1_8,013,A,True,False,True
409000,409460,460,gesture,gesture,,,013.eaf,,,,,1.0,,03D,,,,1.0,,03D,Wat op een driehoekje staat.,Which is on a triangle.,,,,,,,,,,,,,,,,,3,A,,1.0,3.0,1_8,013,A,True,False,True
414771,415371,600,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,03E,,,,1.0,,03B,"Ja, ik vond dat een mens die hoera zegt.","Yes, I found that a person saying hooray.",,,3,A,,1.0,3.0,1_8,013,B,False,True,True
427900,428300,400,,,gesture,,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,08E-REP,,,,,,,Onderin heeft hij een buisje.,At the bottom it has a tube.,,,C,B,,1.0,8.0,1_9,013,B,False,True,True
429616,429916,300,,,gesture,,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,08E-rep,,,,,,,,,,,C,B,,1.0,8.0,1_9,013,B,False,True,True
434087,434607,520,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,08B,,,,1.0,,08B,,,,,C,B,,1.0,8.0,1_9,013,B,False,True,True
437452,439212,1760,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,08A-REP,,,,1.0,,08A-REP,Heeft hij een soort van spekje vorm.,Does he have a kind of bacon shape.,,,C,B,,1.0,8.0,1_9,013,B,False,True,True
443083,443223,140,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,08A-rep,,,,1.0,,08A-rep,"Eh, waar twee... eh, van die... dingetjes uitkomen.","Um, where two... um, of those... dings come out.",,,C,B,,1.0,8.0,1_9,013,B,False,True,True
444100,444320,220,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,08B,,,,1.0,,08B,"Eh, waar twee... eh, van die... dingetjes uitkomen.","Um, where two... um, of those... dings come out.",,,C,B,,1.0,8.0,1_9,013,B,False,True,True
445474,445834,360,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,08B-REP,,,,1.0,,08B-REP,"Eh, waar twee... eh, van die... dingetjes uitkomen.","Um, where two... um, of those... dings come out.",,,C,B,,1.0,8.0,1_9,013,B,False,True,True
446768,447148,380,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,08B-rep,,,,1.0,,08B-rep,"Eh, waar twee... eh, van die... dingetjes uitkomen.","Um, where two... um, of those... dings come out.",,,C,B,,1.0,8.0,1_9,013,B,False,True,True
451960,453820,1860,,gesture,,,013.eaf,,,,,,,,,,,1.0,,08E,"Ik denk dat ik hem weet, want volgens mij is er- zijn er niet zoveel met iets aan de onderkant.","I think I know him, because I think there is-are not that many with something on the bottom.",,,,,,,,,,,,,,,,,C,B,,1.0,8.0,1_9,013,A,True,False,True
464120,465020,900,,gesture,,,013.eaf,,,,,,,,,,,1.0,,main,Dan heb je die basisvorm met daaronder,Then you have that basic shape with below it,,,,,,,,,,,,,,,,,C,B,,1.0,8.0,1_9,013,A,True,False,True
466520,468080,1560,,gesture,,,013.eaf,,,,,,,,,,,1.0,,08E,,,,,,,,,,,,,,,,,,,C,B,,1.0,8.0,1_9,013,A,True,False,True
468600,469420,820,,gesture,,,013.eaf,,,,,,,,,,,1.0,,08E,Een soort van buis achtig iets.,Some kind of tube-like thing.,,,,,,,,,,,,,,,,,C,B,,1.0,8.0,1_9,013,A,True,False,True
472622,473002,380,gesture,gesture,,,013.eaf,,,,,1.0,,08A,,,,1.0,,08A,"Ja, het lijkt op een vierkant die re- die er in is gekomen.","Yes, it looks like a square that re- that came in.",,,,,,,,,,,,,,,,,C,B,,1.0,8.0,1_9,013,A,True,False,True
473520,474460,940,,gesture,,,013.eaf,,,,,,,,,,,1.0,,08A,"Ja, het lijkt op een vierkant die re- die er in is gekomen.","Yes, it looks like a square that re- that came in.",,,,,,,,,,,,,,,,,C,B,,1.0,8.0,1_9,013,A,True,False,True
480820,481220,400,gesture,gesture,,,013.eaf,,,,,1.0,,main,,,,1.0,,main,Die heeft eigenlijk gewoon die normale vorm.,That one actually just has that normal shape.,,,,,,,,,,,,,,,,,9,A,,1.0,11.0,1_10,013,A,True,False,True
483639,483859,220,,gesture,,,013.eaf,,,,,,,,,,,1.0,,11B,En dan heeft hij een bolletje aan de zijkant.,And then he has a ball on the side.,,,,,,,,,,,,,,,,,9,A,,1.0,11.0,1_10,013,A,True,False,True
485092,485292,200,gesture,gesture,,,013.eaf,,,,,1.0,,11A+11D,,,,1.0,,11A+11D,En je hebt twee m-...,And you have two m-...,,,,,,,,,,,,,M-ké.,M-ké.,,,9,A,,1.0,11.0,1_10,013,A,True,False,True
486907,487167,260,gesture,gesture,,,013.eaf,,,,,1.0,,11A+11D,,,,1.0,,11A+11D,Daaruit komen twee...,"From that, two...",,,,,,,,,,,,,,,,,9,A,,1.0,11.0,1_10,013,A,True,False,True
490940,491140,200,gesture,gesture,,,013.eaf,,,,,1.0,,main,,,,1.0,,main,Het-ik zag het eigenlijk als een soort van soepkom met twee dingen die eruit komen.,It-I actually saw it as a kind of soup bowl with two things coming out of it.,,,,,,,,,,,,,,,,,9,A,,1.0,11.0,1_10,013,A,True,False,True
492680,493440,760,,gesture,,,013.eaf,,,,,,,,,,,1.0,,11A+11D,Het-ik zag het eigenlijk als een soort van soepkom met twee dingen die eruit komen.,It-I actually saw it as a kind of soup bowl with two things coming out of it.,,,,,,,,,,,,,,,,,9,A,,1.0,11.0,1_10,013,A,True,False,True
495417,495637,220,,,,gesture,013.eaf,,,,,,,,,,,,,,"Ja, een beetje...","Yes, a little...",,,,,,,,,,1.0,,11A+11D,"Die erin zitten, zeg maar.","Those in it, so to speak.",,,9,A,,1.0,11.0,1_10,013,B,False,True,True
498366,498946,580,,gesture,,,013.eaf,,,,,,,,,,1.0,1.0,,11C,En dan aan de linkerkant komt er nog een drie een driehoek achtig iets uit.,And then on the left side another three a triangle like thing comes out.,,,,,,,,,,,,,,,,,9,A,,1.0,11.0,1_10,013,A,True,False,True
500140,500420,280,,gesture,,,013.eaf,,,,,,,,,,,1.0,,11C,En dan aan de linkerkant komt er nog een drie een driehoek achtig iets uit.,And then on the left side another three a triangle like thing comes out.,,,,,,,,,,,,,,,,,9,A,,1.0,11.0,1_10,013,A,True,False,True
502042,502302,260,,,gesture,,013.eaf,,,,,,,,,,,,,,,,1.0,Iconicity based on the contrasting locations of this and the next gesture,,1.0,,11D,,,,,,,Er zit een schroevendraaier in en een rechthoek.,It contains a screwdriver and a rectangle.,,,9,A,,1.0,11.0,1_10,013,B,False,True,True
503120,503400,280,,,gesture,,013.eaf,,,,,,,,,,,,,,,,1.0,,,1.0,,11A,,,,,,,Er zit een schroevendraaier in en een rechthoek.,It contains a screwdriver and a rectangle.,,,9,A,,1.0,11.0,1_10,013,B,False,True,True
510783,511023,240,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,16C,,,,1.0,,16A,"Oké eh, ik heb er nu eentje, daar zitten zeg maar twee schroevendraaiers aan.","Okay um, I have one now, there are say two screwdrivers on it.",,,P,B,,1.0,16.0,1_11,013,B,False,True,True
513593,513913,320,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,16A,"Ehm, eentje zit erin, eentje komt eruit aan de linkerkant.","Um, one is in, one comes out on the left side.",,,P,B,,1.0,16.0,1_11,013,B,False,True,True
514472,514752,280,,,gesture,,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,16C,,,,,,,"Ehm, eentje zit erin, eentje komt eruit aan de linkerkant.","Um, one is in, one comes out on the left side.",,,P,B,,1.0,16.0,1_11,013,B,False,True,True
519157,519917,760,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,16B-REP,"En aan de rechterkant heeft hij dan nog zo'n, ja zo'n torentje zeg maar, van steeds oplopende vierkanten.","And then on the right side he has another one of those, yes such a turret so to speak, of ever increasing squares.",,,P,B,,1.0,16.0,1_11,013,B,False,True,True
520017,521230,1213,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,16B-rep,"En aan de rechterkant heeft hij dan nog zo'n, ja zo'n torentje zeg maar, van steeds oplopende vierkanten.","And then on the right side he has another one of those, yes such a turret so to speak, of ever increasing squares.",,,P,B,,1.0,16.0,1_11,013,B,False,True,True
533520,533980,460,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,16A,"Deze is rond, zeg maar.","This one is round, so to speak.",,,P,B,,1.0,16.0,1_11,013,B,False,True,True
536220,536700,480,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,16A,,,,1.0,,16A,"Niet eh, met zo'n diamantvormpje.","Not eh, with one of those diamond shapes.",,,P,B,,1.0,16.0,1_11,013,B,False,True,True
546836,547236,400,,,gesture,,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,16C,,,,,,,En die zit er dus ook aan de linkerkant uit.,And so it's also out on the left side.,,,P,B,,1.0,16.0,1_11,013,B,False,True,True
551460,552320,860,,,gesture,,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,16D,,,,,,,,,,,P,B,,1.0,16.0,1_11,013,B,False,True,True
575133,575613,480,gesture,gesture,,,013.eaf,,,,,1.0,,13D,,,,1.0,,13D,Deze staat als enige op een vierkant.,This one is the only one on a square.,,,,,,,,,,,,,,,,,4,A,,1.0,13.0,1_12,013,A,True,False,True
593582,594122,540,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,14C-REP,Die staat op één rechthoekige standaard.,Which stands on a single rectangular stand.,,,E,B,,1.0,14.0,1_13,013,B,False,True,True
595028,595468,440,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,14C-rep,Die staat op één rechthoekige standaard.,Which stands on a single rectangular stand.,,,E,B,,1.0,14.0,1_13,013,B,False,True,True
596782,597062,280,,,,gesture,013.eaf,,,,,,,,,,,,,,Ja.,Yes.,,,,,,,,,,1.0,,14A,Hij heeft een rond hoofd.,He has a round head.,,,E,B,,1.0,14.0,1_13,013,B,False,True,True
598077,599260,1183,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,14D,,,,1.0,,14B,,,,,E,B,,1.0,14.0,1_13,013,B,False,True,True
609920,610200,280,gesture,gesture,,,013.eaf,,,,,1.0,,main,,,,1.0,,main,Die we dus steeds hebben.,So which we have all the time.,,,,,,,,,,,,,Mhm.,Mhm.,,,16,A,,1.0,15.0,1_14,013,A,True,False,True
612169,612409,240,gesture,gesture,,,013.eaf,,,,,1.0,,15C,,,,1.0,,15C,"En dan, zit er weer een vierkant doorheen.","And then, there's another square through it.",,,,,,,,,,,,,,,,,16,A,,1.0,15.0,1_14,013,A,True,False,True
612509,612753,244,gesture,gesture,,,013.eaf,,,,,1.0,,15C,,,,1.0,,15C,"En dan, zit er weer een vierkant doorheen.","And then, there's another square through it.",,,,,,,,,,,,,,,,,16,A,,1.0,15.0,1_14,013,A,True,False,True
615396,615836,440,,gesture,,,013.eaf,,,,,,,,,,,1.0,,15A-REP,Er komen eigenlijk twee ronde...,There will actually be two rounds...,,,,,,,,,,,,,,,,,16,A,,1.0,15.0,1_14,013,A,True,False,True
620300,620880,580,,gesture,,,013.eaf,,,,,,,,,,,1.0,,15A-rep,Soort van twee van die buizen uit aan de bovenkant.,Kind of two of those tubes out at the top.,,,,,,,,,,,,,,,,,16,A,,1.0,15.0,1_14,013,A,True,False,True
627480,627860,380,gesture,gesture,,,013.eaf,,,,,1.0,,15D,,,,1.0,,15D,,,,,,,,,,,,,,,"Oh, ja.","Oh, yes.",,,16,A,,1.0,15.0,1_14,013,A,True,False,True
638570,638930,360,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,06A,"Dan heb ik eh, degene met het ene sprietje haar en de neuspiercing.","Then I have um, the one with the one sprig of hair and the nose piercing.",,,F,B,,1.0,6.0,1_15,013,B,False,True,True
657589,658149,560,gesture,,,,013.eaf,,1.0,,,1.0,,09B,,,,,,,"En dan, onder staat hij eigenlijk op een soort van standaard.","And then, underneath it actually stands on a kind of stand.",,,,,,,,,,,,,,,,,11,A,,1.0,9.0,1_16,013,A,True,False,True
660817,661197,380,gesture,,,,013.eaf,,,,,1.0,,09C,,,,,,,"Aan de linkerkant heeft hij e- ja, heeft hij iets uitsteken.","On the left side he has e-yes, he has something sticking out.",,,,,,,,,,,,,,,,,11,A,,1.0,9.0,1_16,013,A,True,False,True
663780,664460,680,,gesture,,,013.eaf,,,,,,,,,,,1.0,,09A,En... er zit weer een schroevendraaier achtig iets in.,And ... there's another screwdriver-like thing in there.,,,,,,,,,,,,,,,,,11,A,,1.0,9.0,1_16,013,A,True,False,True
665758,666538,780,,gesture,,,013.eaf,,,,,,,,,,,1.0,,09D,En er zit ook een rondje aan gepla-.,And it also has a round placa-.,,,,,,,,,,,,,,,,,11,A,,1.0,9.0,1_16,013,A,True,False,True
687300,688383,1083,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,05E,"Het is weer die schoonmaakrobot zeg maar, met die stofzuiger en die blik en handveger in zijn handen.","It's that cleaning robot again, so to speak, with that vacuum cleaner and that can and hand sweeper in its hands.",,,E,B,,2.0,5.0,2_1,013,B,False,True,True
688080,688341,261,,,gesture,,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,05B+05C,,,,1.0,,05E,"Het is weer die schoonmaakrobot zeg maar, met die stofzuiger en die blik en handveger in zijn handen.","It's that cleaning robot again, so to speak, with that vacuum cleaner and that can and hand sweeper in its hands.",,,E,B,,2.0,5.0,2_1,013,B,False,True,True
690503,691143,640,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,Oké.,Okay.,,,,1.0,,05A,,,,1.0,,05A,Met de balk bovenop.,With the beam on top.,,,E,B,,2.0,5.0,2_1,013,B,False,True,True
704540,705760,1220,,gesture,,,013.eaf,,,,,,,,,,,1.0,,05A,"Oh, met die met die eh...","Oh, with the one with the um....",,,,,,,,,,,,,,,,,E,B,,2.0,5.0,2_1,013,A,True,False,True
708058,708258,200,,gesture,,,013.eaf,,,,,,,,,,,1.0,,05A,"Oh ja, met die r-rechthoek bovenop.","Oh yes, with that r rectangle on top.",,,,,,,,,,,,,Ik had het meer gez-...,I had it more gez-...,,,E,B,,2.0,5.0,2_1,013,A,True,False,True
708900,709520,620,,gesture,,,013.eaf,,,,,,,,,,,1.0,,05A,"Oh ja, met die r-rechthoek bovenop.","Oh yes, with that r rectangle on top.",,,,,,,,,,,,,Ja.,Yes.,,,E,B,,2.0,5.0,2_1,013,A,True,False,True
710574,710774,200,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,05A,,,,1.0,,05A,"Ja, die plat ligt.","Yes, which is flat.",,,E,B,,2.0,5.0,2_1,013,B,False,True,True
715075,715575,500,gesture,,,,013.eaf,,,,,1.0,,04B,,,,,,,Dat is zeg maar dat is-teken.,That's say that is-sign.,,,,,,,,,,,,,,,,,9,A,,2.0,4.0,2_2,013,A,True,False,True
721880,722160,280,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,01A,"Oké, dan heb ik die ehm... tank met die paddenstoel bovenop, zeg maar.","Okay, then I have that um... tank with the mushroom on top, so to speak.",,,L,B,,2.0,1.0,2_3,013,B,False,True,True
722583,722703,120,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,01A,"Oké, dan heb ik die ehm... tank met die paddenstoel bovenop, zeg maar.","Okay, then I have that um... tank with the mushroom on top, so to speak.",,,L,B,,2.0,1.0,2_3,013,B,False,True,True
724206,724526,320,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,01B,,,,1.0,,01B,"En de-het rechthoekige, of ja, het vierkante schild.","And the-the rectangular, or yes, the square shield.",,,L,B,,2.0,1.0,2_3,013,B,False,True,True
733440,734200,760,,gesture,,,013.eaf,,,,,,,,,,,1.0,,08A,Deze heeft die het vierkant dat er zeg maar half in is gevallen.,This one has that the square that fell in say halfway.,,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_4,013,A,True,False,True
736868,737130,262,gesture,gesture,,,013.eaf,,,,,1.0,,08B,,,,1.0,,08B,"Op het vierkant, aan allebei de kant iets wat er uitsteekt.","On the square, on both sides something sticking out.",,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_4,013,A,True,False,True
737590,737970,380,gesture,gesture,,,013.eaf,,,,,1.0,,08B,,,,1.0,,08B,"Op het vierkant, aan allebei de kant iets wat er uitsteekt.","On the square, on both sides something sticking out.",,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_4,013,A,True,False,True
739013,740133,1120,,gesture,,,013.eaf,,,,,,,,,,,1.0,,08E,En aan de onderkant staat hij op een soort van...,And at the bottom it's on a kind of...,,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_4,013,A,True,False,True
750570,751030,460,,gesture,,,013.eaf,,,,,,,,,,,1.0,,08E,"Zeg maar s-, komt onder ook iets uit.","Say s-, under also comes out something.",,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_4,013,A,True,False,True
754992,755852,860,,gesture,,,013.eaf,,,,,,,,,,,1.0,,08C+08D,En deze heeft dan aan de rechterkant twee uitsteeksels.,And this one then has two protrusions on the right side.,,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_4,013,A,True,False,True
756180,757400,1220,,gesture,,,013.eaf,,,,,,,,,,,1.0,,08C+08D,En deze heeft dan aan de rechterkant twee uitsteeksels.,And this one then has two protrusions on the right side.,,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_4,013,A,True,False,True
757900,758160,260,,gesture,,,013.eaf,,,,,,,,,,,1.0,,08A,En bovenop heeft hij...,"And on top, he has...",,,,,,,,,,,,,,,,,5,A,,2.0,8.0,2_4,013,A,True,False,True
760184,760644,460,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,08A,"Oh, dat vierkant wat erin is gevallen.","Oh, that square that fell in.",,,5,A,,2.0,8.0,2_4,013,B,False,True,True
769040,769500,460,,,gesture,,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,15D,,,,,,,"Met die, met die letter L die er in zit.","With that, with that letter L that's in there.",,,M,B,,2.0,15.0,2_5,013,B,False,True,True
770660,770900,240,,,,gesture,013.eaf,,,,,,,,,,,,,,"Oh, ja.","Oh, yes.",,,,,,,,,,1.0,,15B,Hij z- zit ook een beetje in een platform.,He z- is also in a bit of a platform.,,,M,B,,2.0,15.0,2_5,013,B,False,True,True
777820,778080,260,gesture,gesture,,,013.eaf,,,,,1.0,,02A,,,,1.0,,02A,Dus met de driehoek bovenop.,So with the triangle on top.,,,,,,,,,,,,,,,,,8,A,,2.0,2.0,2_6,013,A,True,False,True
779174,780154,980,gesture,,,,013.eaf,,,,1.0,1.0,,02B,,,,,,,Aan de rechterkant...,On the right...,,,,,,,,,,,,,,,,,8,A,,2.0,2.0,2_6,013,A,True,False,True
793900,794460,560,gesture,gesture,,,013.eaf,,,,,1.0,,13A,,,,1.0,,13A,Dus die drie die drie keer aan allebei de kanten van die driehoekjes.,So those three that three times on both sides of those triangles.,,,,,,,,,,,,,,,,,K,B,,2.0,13.0,2_7,013,A,True,False,True
794700,795180,480,gesture,gesture,,,013.eaf,,,,,1.0,,13A,,,,1.0,,13A,Dus die drie die drie keer aan allebei de kanten van die driehoekjes.,So those three that three times on both sides of those triangles.,,,,,,,,,,,,,,,,,K,B,,2.0,13.0,2_7,013,A,True,False,True
796400,796820,420,gesture,gesture,,,013.eaf,,,,,1.0,,13A,,,,1.0,,13A,Dus die drie die drie keer aan allebei de kanten van die driehoekjes.,So those three that three times on both sides of those triangles.,,,,,,,,,,,,,,,,,K,B,,2.0,13.0,2_7,013,A,True,False,True
797900,798300,400,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,13A,"Ja, precies drie van die dopjes eh...","Yes, exactly three of those caps eh....",,,K,B,,2.0,13.0,2_7,013,B,False,True,True
810723,810943,220,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,07B,,,,1.0,,07B,"Eh, nou heb ik die ene basisvorm waar die tafel in is gevallen.","Um, well I have the one basic shape that that table fell into.",,,B,B,,2.0,7.0,2_9,013,B,False,True,True
811309,811509,200,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,07A,,,,1.0,,07A,Met dat bakje erop en die twee uitsteeksels zeg maar.,With that tray on top and those two protrusions so to speak.,,,B,B,,2.0,7.0,2_9,013,B,False,True,True
812039,812259,220,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,07C,,,,1.0,,07C,Met dat bakje erop en die twee uitsteeksels zeg maar.,With that tray on top and those two protrusions so to speak.,,,B,B,,2.0,7.0,2_9,013,B,False,True,True
817060,818079,1019,,gesture,,,013.eaf,,,,,,,,,,,1.0,,12A,"Oh ja, degene met het dienblad.","Oh yes, the one with the tray.",,,,,,,,,,,,,,,,,16,A,,2.0,12.0,2_10,013,A,True,False,True
819886,820266,380,gesture,,,,013.eaf,,,,,1.0,,12B,,,,,,,En aan de linkerkant een ui-staaf met daar een eh...,"And on the left side, an onion bar with an um...",,,,,,,,,,,,,,,,,16,A,,2.0,12.0,2_10,013,A,True,False,True
823231,824871,1640,gesture,,,,013.eaf,,,,,1.0,,12B,,,,,,,Aan de linkerkant sta-s-s- komt er zo'n di-...,On the left side sta-s-s- comes such a di-....,,,,,,,,,,,,,,,,,16,A,,2.0,12.0,2_10,013,A,True,False,True
825180,825240,60,,gesture,,,013.eaf,,,,,,,,,,,1.0,,12B,Ja.,Yes.,,,,,,,,,,,,,"Met die, met die honkbalknuppel, zeg maar.","With that, with that baseball bat, so to speak.",,,16,A,,2.0,12.0,2_10,013,A,True,False,True
832658,833391,733,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11B,"Oké, dan heb ik die ene met de dikke neus en het eh t-...","Okay, then I got the one with the fat nose and the eh t-.....",,,C,B,,2.0,11.0,2_11,013,B,False,True,True
834648,834928,280,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11A+11D-REP,,,,,C,B,,2.0,11.0,2_11,013,B,False,True,True
835281,835561,280,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11A+11D-rep,Hij heeft twee sprietjes aan de bovenkant.,It has two sprites at the top.,,,C,B,,2.0,11.0,2_11,013,B,False,True,True
837300,837880,580,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11A+11D,"Eentje is een schroevendraaier, de andere is een rechthoek.","One is a screwdriver, the other is a rectangle.",,,C,B,,2.0,11.0,2_11,013,B,False,True,True
838461,838661,200,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11A,"Eentje is een schroevendraaier, de andere is een rechthoek.","One is a screwdriver, the other is a rectangle.",,,C,B,,2.0,11.0,2_11,013,B,False,True,True
839540,839760,220,,,,gesture,013.eaf,,,,,,,,,,,,,,Ja.,Yes.,,,,,,,,,,1.0,,11C,En dan nog dat driehoekige ding aan de linkerkant.,And then that triangular thing on the left.,,,C,B,,2.0,11.0,2_11,013,B,False,True,True
839840,840320,480,,,,gesture,013.eaf,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11C,En dan nog dat driehoekige ding aan de linkerkant.,And then that triangular thing on the left.,,,C,B,,2.0,11.0,2_11,013,B,False,True,True
847500,847800,300,gesture,,,,013.eaf,,,,,1.0,,10E,,,,,,,Dus aan de linkerkant heeft hij een staaf die eruit komt met een balletje.,So on the left side he has a rod that comes out with a little ball.,,,,,,,,,,,,,,,,,1,A,,2.0,10.0,2_12,013,A,True,False,True
849040,849280,240,gesture,,,,013.eaf,,,,,1.0,,10F,,,,,,,Dus aan de linkerkant heeft hij een staaf die eruit komt met een balletje.,So on the left side he has a rod that comes out with a little ball.,,,,,,,,,,,,,,,,,1,A,,2.0,10.0,2_12,013,A,True,False,True
850220,850740,520,,gesture,,,013.eaf,,,,,,,,,,,1.0,,10A,En aan de rechterkant heeft hij ook een staaf die eruit komt met een balletje.,And on the right side he also has a rod coming out with a ball.,,,,,,,,,,,,,,,,,1,A,,2.0,10.0,2_12,013,A,True,False,True
865607,866167,560,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,03E,,,,1.0,,03B,"Oké, ik heb die ene eh, die jij zei dat een gieter was, maar ik vond een juichend persoon.","Okay, I got the one um, that you said was a caster, but I found a cheering person.",,,P,B,,2.0,3.0,2_13,013,B,False,True,True
879089,879489,400,gesture,gesture,,,013.eaf,,,,,1.0,,main,,,,1.0,,main,"Dit is, die bak die we normaal hebben","This is, that bin we normally have",,,,,,,,,,,,,,,,,6,A,,2.0,16.0,2_14,013,A,True,False,True
881509,882269,760,,gesture,,,013.eaf,,,,,,,,,,,1.0,,16A,En boven komt er een...,And upstairs there will be a...,,,,,,,,,,,,,,,,,6,A,,2.0,16.0,2_14,013,A,True,False,True
884014,884634,620,,gesture,,,013.eaf,,,,,,,,,,,1.0,,16A,Eh s- ja schroevendraaier zit er in.,Um s- yes screwdriver is in there.,,,,,,,,,,,,,,,,,6,A,,2.0,16.0,2_14,013,A,True,False,True
884800,885160,360,,gesture,,,013.eaf,,,,,,,,,,,1.0,,16B,Eh s- ja schroevendraaier zit er in.,Um s- yes screwdriver is in there.,,,,,,,,,,,,,,,,,6,A,,2.0,16.0,2_14,013,A,True,False,True
888245,888845,600,,gesture,,,013.eaf,,,,,,,,,,,1.0,,16B,Aan de rechterkant zit er komt er een soort van groot blok achtig iets uit.,On the right side there is some kind of large block-like thing coming out.,,,,,,,,,,,,,,,,,6,A,,2.0,16.0,2_14,013,A,True,False,True
893459,895288,1829,,gesture,,,013.eaf,,,,,,,,,,,1.0,,16C+16D,En maar twee dingen zitten er links in.,And only two things are in it on the left.,,,,,,,,,,,,,,,,,6,A,,2.0,16.0,2_14,013,A,True,False,True
903612,904800,1188,,,gesture,gesture,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,09B,,,,1.0,,09B,Die ene die op een standaardje staat.,The one on a stand.,,,N,B,,2.0,9.0,2_15,013,B,False,True,True
906620,906980,360,,,gesture,,013.eaf,,,,,,,,,,,,,,,,,,,1.0,,09C,,,,,,,"Ja, een een een balk er uit","Yes, a one a beam out",,,N,B,,2.0,9.0,2_15,013,B,False,True,True
