pair,round,trial,director,target,accuracy,A_speech,B_speech,A_speech_eng,B_speech_eng,A_LH_gesture_referent,A_RH_gesture_referent,B_LH_gesture_referent,B_RH_gesture_referent,A_gesture_referent,A_gesture_referent2,B_gesture_referent,B_gesture_referent2,begin_time,end_time,duration,iconic
009,5.0,5_15,A,6.0,,,,,,,other,,,06_other,,,,1443660,1444320,660,True
009,6.0,6_3,A,5.0,,met het langwerpige ding erop.,,With the oblong thing on it.,,05A,05A,,,05A,,,,1468700,1469100,400,True
009,6.0,6_3,A,5.0,,met het langwerpige ding erop.,,With the oblong thing on it.,,05A,05A,,,05A,,,,1468700,1469480,780,True
009,6.0,6_4,B,16.0,,,Ik heb de eh verfkwast er bovenin,,I have the eh paint brush up there,,,,16A,,,16A,,1477190,1477520,330,True
009,6.0,6_10,B,14.0,,,Ik heb het rondje met die eh dunne armpjes,,I have the round with those er thin arms,,,14D,14B,,,14B,14D,1510920,1511430,510,True
009,6.0,6_14,B,8.0,,,"Ik heb dat op die dunne bochtje, staat hij bovenop.",,"I have that on the thin bend, it's on top.",,,,08E,,,08E,,1537120,1538790,1670,True
009,6.0,6_14,B,8.0,,,En dan eh met die...,,And then um with those...,,,08B,08B,,,08B,,1540220,1541530,1310,True
009,6.0,6_15,A,11.0,,en een soort kwast met een houtje erin.,,And a kind of brush with a wood in it.,,other,,,,11_other,,,,1550400,1550990,590,True
010,1.0,1_1,A,12.0,,Dus een uitsteeksel met daarop een heel groot uitsteeksel omhoog.,,So a protrusion with a very large protrusion up on top.,,12B,12B,,,12B,,,,10340,10450,110,True
010,1.0,1_1,A,12.0,,Dus een uitsteeksel met daarop een heel groot uitsteeksel omhoog.,,So a protrusion with a very large protrusion up on top.,,12C,12C,,,12C,,,,13000,13390,390,True
010,1.0,1_1,A,12.0,,"En aan de rechterkant heb je een soort tafeltje eigenlijk, een rond tafeltje.",,"And on the right side you have a kind of table actually, a round table.",,,12A,,,12A,,,,16010,16510,500,True
010,1.0,1_1,A,12.0,,"En aan de rechterkant heb je een soort tafeltje eigenlijk, een rond tafeltje.",,"And on the right side you have a kind of table actually, a round table.",,12A,12A,,,12A,,,,16970,17800,830,True
010,1.0,1_2,B,1.0,,,en aan de linkerkant iets ja soort verrekijker of kerktorens,,and on the left side something yes kind of binoculars or church steeples,,,,other,,,01_other,,36900,37110,210,True
010,1.0,1_3,A,2.0,,"Dat is een beetje, ja, piramidevormig, maar de bovenkant is eraf, zeg maar.",,"That's kind of, yes, pyramid-shaped, but the top is off, so to speak.",,02B,02B,,,02B,,,,56360,56940,580,True
010,1.0,1_3,A,2.0,,Aan de bovenkant (heeft) er duidelijk een driehoek.,,At the top (has) there is clearly a triangle.,,02A,02A,,,02A,,,,60390,61220,830,True
010,1.0,1_3,A,2.0,,"Links een klein uitsteekseltje, onderin een r- een soort rondje.",,"On the left a small protrusion, at the bottom an r- a kind of round.",,,02C,,,02C,,,,66780,67520,740,True
010,1.0,1_5,A,4.0,,Eh nu heb ik eentje die heeft rechts eh twee ja platte platte plankjes eigenlijk,,Um now I have one that has on the right um two yes flat boards actually,,,other,,,04_other,,,,99970,100180,210,True
010,1.0,1_5,A,4.0,,Eh nu heb ik eentje die heeft rechts eh twee ja platte platte plankjes eigenlijk,,Um now I have one that has on the right um two yes flat boards actually,,,04B,,,04B,,,,102330,102670,340,True
010,1.0,1_5,A,4.0,,Eh nu heb ik eentje die heeft rechts eh twee ja platte platte plankjes eigenlijk,,Um now I have one that has on the right um two yes flat boards actually,,04B,04B,,,04B,,,,103780,103990,210,True
010,1.0,1_5,A,4.0,,Eh nu heb ik eentje die heeft rechts eh twee ja platte platte plankjes eigenlijk,,Um now I have one that has on the right um two yes flat boards actually,,04B-REP,04B-REP,,,04B,,,,104270,104510,240,True
010,1.0,1_5,A,4.0,,Bovenop een beetje een driehoekige vorm zonder een puntje.,,On top a bit of a triangular shape without a tip.,,04A,04A,,,04A,,,,107970,108950,980,True
010,1.0,1_5,A,4.0,,Bovenop een beetje een driehoekige vorm zonder een puntje.,,On top a bit of a triangular shape without a tip.,,,04A,,,04A,,,,109330,109520,190,True
010,1.0,1_7,A,10.0,,Ehm deze heeft rechts een heel groot uipstulpsel en links een iets kleinere.,,Um this one has a very large onion pod on the right and a slightly smaller one on the left.,,,10A,,,10A,,,,146680,147010,330,True
010,1.0,1_7,A,10.0,,Ehm deze heeft rechts een heel groot uipstulpsel en links een iets kleinere.,,Um this one has a very large onion pod on the right and a slightly smaller one on the left.,,10E,,,,10E,,,,148320,148490,170,True
010,1.0,1_7,A,10.0,,"En bovenop heeft hij eigenlijk schuin een soort vierkante, of rechthoek, vierkante, sorry, plaat eruit steken naar achter linksachter.",,"And on top it actually has kind of a square, or rectangle, square, sorry, slab sticking out at an angle to the back left rear.",,,10D,,,10D,,,,151330,151680,350,True
010,1.0,1_7,A,10.0,,"En bovenop heeft hij eigenlijk schuin een soort vierkante, of rechthoek, vierkante, sorry, plaat eruit steken naar achter linksachter.",,"And on top it actually has kind of a square, or rectangle, square, sorry, slab sticking out at an angle to the back left rear.",,,10D,,,10D,,,,152690,152980,290,True
010,1.0,1_7,A,10.0,,"En bovenop heeft hij eigenlijk schuin een soort vierkante, of rechthoek, vierkante, sorry, plaat eruit steken naar achter linksachter.",,"And on top it actually has kind of a square, or rectangle, square, sorry, slab sticking out at an angle to the back left rear.",,,10D,,,10D,,,,154490,154790,300,True
010,1.0,1_7,A,10.0,,Met daaronder een pootje.,,With a paw underneath.,,,10C,,,10C,,,,157270,157760,490,True
010,1.0,1_8,B,3.0,,En zo'n gedraaid pootje,En een soort...,And such a twisted leg,And sort of...,,03C,,,03C,,,,172410,172690,280,True
010,1.0,1_9,A,8.0,,"Dat is, zeg maar, een soort eh vierkantje wat erin steekt met twee van die blokkentorens aan de zijkant.",,"That is, say, a kind of um square that sticks in with two of those block towers on the side.",,08A,08A,,,08A,,,,182410,182910,500,True
010,1.0,1_9,A,8.0,,"Dat is, zeg maar, een soort eh vierkantje wat erin steekt met twee van die blokkentorens aan de zijkant.",,"That is, say, a kind of um square that sticks in with two of those block towers on the side.",,,08A,,,08A,,,,183690,183910,220,True
010,1.0,1_9,A,8.0,,"Dat is, zeg maar, een soort eh vierkantje wat erin steekt met twee van die blokkentorens aan de zijkant.",,"That is, say, a kind of um square that sticks in with two of those block towers on the side.",,08B,08B,,,08B,,,,184460,184880,420,True
010,1.0,1_9,A,8.0,,"Dat is, zeg maar, een soort eh vierkantje wat erin steekt met twee van die blokkentorens aan de zijkant.",,"That is, say, a kind of um square that sticks in with two of those block towers on the side.",,08B,08B,,,08B,,,,185330,185730,400,True
010,1.0,1_9,A,8.0,,Onderin heeft hij een klein pootje.,,At the bottom it has a small paw.,,,08E,,,08E,,,,187780,188030,250,True
010,1.0,1_11,A,16.0,,Ehm deze heeft rechts weer zo'n zo'n blokkentoren uitsteken.,,Um this one has another one of those block towers sticking out on the right.,,,16B,,,16B,,,,223270,223660,390,True
010,1.0,1_11,A,16.0,,Ehm deze heeft rechts weer zo'n zo'n blokkentoren uitsteken.,,Um this one has another one of those block towers sticking out on the right.,,,16B,,,16B,,,,224180,224570,390,True
010,1.0,1_11,A,16.0,,Aan de bovenkant een eh een heel groot handvat voor een grote lepel of zo.,,At the top an um a very large handle for a large spoon or something.,,other,other,,,16_other,,,,226750,227000,250,True
010,1.0,1_11,A,16.0,,Aan de bovenkant een eh een heel groot handvat voor een grote lepel of zo.,,At the top an um a very large handle for a large spoon or something.,,,16A,,,16A,,,,228060,228660,600,True
010,1.0,1_11,A,16.0,,Links ook.,,Left also.,,16C,,,,16C,,,,230820,231030,210,True
010,1.0,1_13,A,14.0,,Eh deze heeft bovenop een bal liggen,,Um this one has a ball lying on top,,14A,14A,,,14A,,,,250940,251060,120,True
010,1.0,1_13,A,14.0,,"en aan de voorkant heeft hij een een grote balk eh die iets la- verder naar beneden gaat dan het potje zelf, zeg maar.",,"and at the front it has a one large bar eh that goes down slightly la- further than the jar itself, so to speak.",,,14C,,,14C,,,,254050,254420,370,True
010,1.0,1_13,A,14.0,,"en aan de voorkant heeft hij een een grote balk eh die iets la- verder naar beneden gaat dan het potje zelf, zeg maar.",,"and at the front it has a one large bar eh that goes down slightly la- further than the jar itself, so to speak.",,,14C,,,14C,,,,256400,257040,640,True
010,1.0,1_15,A,6.0,,En bovenin heeft hij een soort roerstaafje.,,And at the top it has a kind of stirring rod.,,other,other,,,06_other,,,,283330,283640,310,True
010,1.0,1_15,A,6.0,,Van een lepeltje.,,From a spoon.,,,06A,,,06A,,,,286070,286440,370,True
010,1.0,1_15,A,6.0,,Het propellertje is een is ook zo'n grote neus.,,The prop is a is also such a big nose.,,06B,06B,,,06B,,,,288290,288690,400,True
010,1.0,1_15,A,6.0,,Maar dan met zo'n balk er doorheen en zo'n rondje.,,But then with such a bar through it and such a round.,,,06D,,,06D,,,,289630,289960,330,True
010,1.0,1_15,A,6.0,,Maar dan met zo'n balk er doorheen en zo'n rondje.,,But then with such a bar through it and such a round.,,,06C,,,06C,,,,290550,291120,570,True
010,1.0,1_16,B,9.0,,,"Zeg maar een eh lang- een uitgerekt rondje, een beetje als standaard aan de onderkant.",,"Say an um long-a stretched round, a little like standard at the bottom.",,,09B,09B,,,09B,,305670,305860,190,True
010,1.0,1_16,B,9.0,,,En bovenop is alsof er een soort splash uit het kopje komt.,,And on top is like a kind of splash coming out of the cup.,,,,09A-REP,,,09A,,315130,315370,240,True
010,1.0,1_16,B,9.0,,Dan is het eh ja dan heeft hij aan de zijkant echt zo'n...,,Then it's um yes then he really has on the side like that....,,09C,,,,09C,,,,339780,340100,320,True
010,1.0,1_16,B,9.0,,Dan is het eh ja dan heeft hij aan de zijkant echt zo'n...,,Then it's um yes then he really has on the side like that....,,09C,,,,09C,,,,340500,340960,460,True
010,1.0,1_16,B,9.0,,Het is echt een soort glaasje met een citroen erin en een roerstafje.,,It's really a kind of glass with a lemon in it and a stirring stick.,,,09C,,,09C,,,,341540,341900,360,True
010,1.0,1_16,B,9.0,,Met op een statiefje.,Ja eh,With on a tripod.,Yes eh,,09B,,,09B,,,,344970,345250,280,True
010,2.0,2_1,A,5.0,,"Eh oh, dit is weer die hele compacte met die vleugeltjes en die balk bovenop.",,"Um oh, this is that whole compact again with those wings and that beam on top.",,05E,05D,,,05D,05E,,,351950,352510,560,True
010,2.0,2_1,A,5.0,,"Eh oh, dit is weer die hele compacte met die vleugeltjes en die balk bovenop.",,"Um oh, this is that whole compact again with those wings and that beam on top.",,,05A,,,05A,,,,352840,353160,320,True
010,2.0,2_3,A,1.0,,Eh dit is die met die twee blokkentorens aan de linkerkant,,Um this is the one with the two block towers on the left side,,other,,,,01_other,,,,381570,381940,370,True
010,2.0,2_3,A,1.0,,en dat dat spijkertje aan de bovenkant en die plaat aan de voorkant.,,And that that nail at the top and that plate at the front.,,01A-REP,01A-REP,,,01A,,,,383110,383500,390,True
010,2.0,2_3,A,1.0,,en dat dat spijkertje aan de bovenkant en die plaat aan de voorkant.,,And that that nail at the top and that plate at the front.,,01B,01B,,,01B,,,,385100,386270,1170,True
010,2.0,2_5,A,15.0,,"Eh dit is die met die platen middendoor met die mooie glijbaan, die twee symmetrische stokjes bovenin en zo'n armpje aan de zijkant.",,"Um this is the one with those plates in the middle with that nice slide, those two symmetrical sticks at the top and one of those little arms on the side.",,15C,15C,,,15C,,,,399520,399950,430,True
010,2.0,2_5,A,15.0,,"Eh dit is die met die platen middendoor met die mooie glijbaan, die twee symmetrische stokjes bovenin en zo'n armpje aan de zijkant.",,"Um this is the one with those plates in the middle with that nice slide, those two symmetrical sticks at the top and one of those little arms on the side.",,15B,15B,,,15B,,,,400560,400970,410,True
010,2.0,2_5,A,15.0,,"Eh dit is die met die platen middendoor met die mooie glijbaan, die twee symmetrische stokjes bovenin en zo'n armpje aan de zijkant.",,"Um this is the one with those plates in the middle with that nice slide, those two symmetrical sticks at the top and one of those little arms on the side.",,15D,,,,15D,,,,404910,405170,260,True
010,2.0,2_7,A,13.0,,Dit is die op de plaat met die kralenarmpjes.,,This is the one on the plate with those beaded arms.,,13D,13D,,,13D,,,,419330,419620,290,True
010,2.0,2_7,A,13.0,,Dit is die op de plaat met die kralenarmpjes.,,This is the one on the plate with those beaded arms.,,13A,13A,,,13A,,,,420610,420930,320,True
010,2.0,2_7,A,13.0,,Met dat rondje voorop.,,With that round in front.,,,13B,,,13B,,,,424210,424680,470,True
010,2.0,2_9,A,7.0,,Eh dit is die met die plaat er doorheen waar een bakje op staat met twee van die pootjes heeft die plaat.,,Um this is the one with that plate through it that has a tray on it with two of those legs has that plate.,,07B,07B,,,07B,,,,437788,438154,366,True
010,2.0,2_9,A,7.0,,Eh dit is die met die plaat er doorheen waar een bakje op staat met twee van die pootjes heeft die plaat.,,Um this is the one with that plate through it that has a tray on it with two of those legs has that plate.,,07A,07A,,,07A,,,,438308,438731,423,True
010,2.0,2_11,A,11.0,,En links heeft hij een klein driehoekig armpje.,,And on the left he has a small triangular arm.,,11C,,,,11C,,,,459798,460077,279,True
010,2.0,2_13,A,3.0,,"Eh ja, ik heb die trofee weer.",,"Um yeah, I got that trophy again.",,,03C,,,03C,,,,486817,487144,327,True
010,2.0,2_15,A,9.0,,"Eh ja, dit is die met de citroenschijf weer.",,"Um yes, this is the one with the lemon slice again.",,09,,,,09,,,,506529,506913,384,True
010,3.0,3_1,A,14.0,,Ik denk dat we weer eh er doorheen zijn.,,I think we are eh through again.,,,other,,,14_other,,,,525875,526356,481,True
010,3.0,3_1,A,14.0,,"Ja, die met die balk vooraan, die bol bovenop.",,"Yes, the one with the beam in the front, the bulb on top.",,,14C,,,14C,,,,529587,529846,259,True
010,3.0,3_1,A,14.0,,"Ja, die met die balk vooraan, die bol bovenop.",,"Yes, the one with the beam in the front, the bulb on top.",,14A,14A,,,14A,,,,530125,530433,308,True
010,3.0,3_3,A,8.0,,Eh de propeller bovenop,,Um the propeller on top,,other,other,,,08_other,,,,539135,539385,250,True
010,3.0,3_5,A,6.0,,"met die neus, met die balk erdoorheen.",,"With that nose, with that bar through it.",,,06B,,,06B,,,,555550,555700,150,True
010,3.0,3_5,A,6.0,,"met die neus, met die balk erdoorheen.",,"With that nose, with that bar through it.",,06D,06D,,,06D,,,,556019,556279,260,True
010,3.0,3_5,A,6.0,,"met die neus, met die balk erdoorheen.",,"With that nose, with that bar through it.",,,06C,,,06C,,,,556471,556894,423,True
010,3.0,3_9,A,16.0,,"en verder nog drie uitsteeksels, eén omhoog, één naar voren, één naar links.",,"and further three projections, one up, one forward, one to the left.",,,16A,,,16A,,,,586981,587288,307,True
010,3.0,3_9,A,16.0,,"en verder nog drie uitsteeksels, eén omhoog, één naar voren, één naar links.",,"and further three projections, one up, one forward, one to the left.",,16D,,,,16D,,,,587692,587856,164,True
010,3.0,3_9,A,16.0,,"en verder nog drie uitsteeksels, eén omhoog, één naar voren, één naar links.",,"and further three projections, one up, one forward, one to the left.",,16C,,,,16C,,,,588077,588260,183,True
010,3.0,3_11,A,4.0,,Eh dit is die met die eh net geen driehoek bovenop,,Um this is the one with the er just short of a triangle on top,,04A,04A,,,04A,,,,604885,605548,663,True
010,3.0,3_11,A,4.0,,Eh dit is die met die eh net geen driehoek bovenop,,Um this is the one with the er just short of a triangle on top,,04A,04A,,,04A,,,,604885,606183,1298,True
010,3.0,3_11,A,4.0,,eh met aan de rechterkant twee van die platte platte plaatjes,,um with two of those flat plates on the right side,,,04B,,,04B,,,,608019,608404,385,True
010,3.0,3_11,A,4.0,,eh met aan de rechterkant twee van die platte platte plaatjes,,um with two of those flat plates on the right side,,04B-REP,04B-REP,,,04B,,,,609817,610356,539,True
010,3.0,3_11,A,4.0,,,,,,04B,04B,,,04B,,,,612067,612798,731,True
010,3.0,3_13,A,12.0,,Die met dat eh tafeltje rechts.,,The one with that er table on the right.,,,12A,,,12A,,,,630250,630570,320,True
010,3.0,3_15,A,10.0,,Eh dit is die ene met die twee gekke handvaten.,,Um this is the one with the two crazy handles.,,10E,10A,,,10A,10E,,,648410,648830,420,True
010,3.0,3_15,A,10.0,,Waarbij die rechts langer was dan links.,,Where the one on the right was longer than the one on the left.,,,10A,,,10A,,,,649615,649900,285,True
010,3.0,3_15,A,10.0,,En bovenuit steekt dan die plaat.,,And above sticks out that plate.,,,10D,,,10D,,,,652452,652692,240,True
010,4.0,4_5,A,5.0,,Dit is die hele compacte met die balk bovenop en die vleugeltjes aan de zijkant en het schoorsteentje ervoorop.,,This is that whole compact with that beam on top and those little wings on the side and the little chimney in front of it.,,05A,05A,,,05A,,,,692423,692673,250,True
010,4.0,4_5,A,5.0,,Dit is die hele compacte met die balk bovenop en die vleugeltjes aan de zijkant en het schoorsteentje ervoorop.,,This is that whole compact with that beam on top and those little wings on the side and the little chimney in front of it.,,05E,05E,,,05E,,,,693635,693971,336,True
010,4.0,4_9,A,7.0,,Eh dit is die met die plaat met de pootjes met dat bakje erop.,,Um this is the one with the plate with the legs with that tray on it.,,07C,07C,,,07C,,,,717683,717894,211,True
010,4.0,4_11,A,13.0,,Dit is die met die kralenkettingen.,,This is the one with the beaded chains.,,13A,13A,,,13A,,,,733942,734106,164,True
010,4.0,4_13,A,1.0,,"Eh dit is die met die plaat voorop, links twee blokkentorens en bovenop de spijker.",,"Um this is the one with that plate in front, left two block towers and on top the nail.",,,01B,,,01B,,,,751730,751950,220,True
010,4.0,4_15,A,15.0,,Dus met de platen erheen.,,So with the plates there.,,,15C,,,15C,,,,771808,771942,134,True
010,4.0,4_16,B,10.0,,Dat rechts langer was dan links.,,That the right was longer than the left.,,,10A,,,10A,,,,787385,787625,240,True
010,4.0,4_16,B,10.0,,Dat rechts langer was dan links.,"Ja, ja klopt.",That the right was longer than the left.,"Yes, yes right.",10E,,,,10E,,,,788087,788327,240,True
010,5.0,5_1,A,2.0,,"Eh oké, die met de driehoek bovenop.",,"Um okay, the one with the triangle on top.",,other,other,,,02_other,,,,793221,793385,164,True
010,5.0,5_5,A,14.0,,Eh die met de bal bovenop en de balk voor.,,Um the one with the ball on top and the bar in front.,,14A,14A,,,14A,,,,816250,816558,308,True
010,5.0,5_5,A,14.0,,Eh die met de bal bovenop en de balk voor.,,Um the one with the ball on top and the bar in front.,,,14C,,,14C,,,,817058,817308,250,True
010,5.0,5_7,A,8.0,,en dan zo'n pootje naar onder.,,And then such a paw down.,,08E,,,,08E,,,,833606,834048,442,True
010,5.0,5_9,A,12.0,,Eh dit is die met links die grote spijker en rechts dat tafeltje.,,Um this is the one with that big nail on the left and that little table on the right.,,12C,,,,12C,,,,851048,851385,337,True
010,5.0,5_11,A,4.0,,"Ja, die met die twee uitsteekseltjes naar rechts.",Of eh oh die twee?,"Yes, the one with the two protrusions to the right.",Or eh oh those two?,04B,04B,,,04B,,,,869221,870173,952,True
010,5.0,5_13,A,10.0,,Eh dit is die met die twee handvaten waarbij die rechter langer is dan die linker.,,Um this is the one with the two handles where the right one is longer than the left one.,,10E,10A,,,10A,10E,,,880481,880850,369,True
010,5.0,5_15,A,6.0,,Eh dit is die met die neus met die balk er doorheen.,,Um this is the one with the nose with the bar through it.,,06D,06D,,,06D,,,,896163,896606,443,True
010,6.0,6_1,A,15.0,,Eh dit is die met de glijbaan met de platen er doorheen.,,Um this is the one with the slide with the plates through it.,,15C,15C,,,15C,,,,912060,912221,161,True
010,6.0,6_5,A,1.0,,"Eh dit is met de twee blokkentorens links, de spijker en de plaat.",,"Um this is with the two block towers on the left, the nail and the plate.",,01B,01B,,,01B,,,,937423,937587,164,True
010,6.0,6_6,B,6.0,,"Met die balk, ja.",,"With that bar, yes.",,06D,,,,06D,,,,949788,950058,270,True
010,6.0,6_13,A,7.0,,"Eh die met die plaat met die twee pootjes, met dat bakje.",,"Um the one with the plate with the two legs, with that tray.",,07B,07B,,,07B,,,,988298,988519,221,True
010,6.0,6_13,A,7.0,,"Eh die met die plaat met die twee pootjes, met dat bakje.",,"Um the one with the plate with the two legs, with that tray.",,07C,07C,,,07C,,,,988779,989115,336,True
011,1.0,1_1,B,12.0,,,"Ehm ja, het is, ik vind dat er aan de ehm, het heeft een uitsteeksel en daar staat zo'n soort uitstekende speaker.",,"Um yeah, it's, I find that on the um, it has a protrusion and there's this kind of protruding speaker.",,,12C,12C,,,12C,,20341,20801,460,True
011,1.0,1_1,B,12.0,,,"Ehm ja, het is, ik vind dat er aan de ehm, het heeft een uitsteeksel en daar staat zo'n soort uitstekende speaker.",,"Um yeah, it's, I find that on the um, it has a protrusion and there's this kind of protruding speaker.",,,12B,12B,,,12B,,21296,21956,660,True
011,1.0,1_1,B,12.0,,,"Ehm ja, het is, ik vind dat er aan de ehm, het heeft een uitsteeksel en daar staat zo'n soort uitstekende speaker.",,"Um yeah, it's, I find that on the um, it has a protrusion and there's this kind of protruding speaker.",,,,12B,,,12B,,22097,22637,540,True
011,1.0,1_1,B,12.0,,,"Ehm ja, het is, ik vind dat er aan de ehm, het heeft een uitsteeksel en daar staat zo'n soort uitstekende speaker.",,"Um yeah, it's, I find that on the um, it has a protrusion and there's this kind of protruding speaker.",,,,12C,,,12C,,22923,23203,280,True
011,1.0,1_1,B,12.0,,,"Ehm ja, het is, ik vind dat er aan de ehm, het heeft een uitsteeksel en daar staat zo'n soort uitstekende speaker.",,"Um yeah, it's, I find that on the um, it has a protrusion and there's this kind of protruding speaker.",,,,12C-REP,,,12C,,24315,24615,300,True
011,1.0,1_1,B,12.0,,"Ja,","Met, zeg maar, het is gewoon een uitst-, een eh, als je de bol hebt, dan zit daar een uitsteeksel aan.","Yes,","With, say, it's just a protrusion, an um, if you have the sphere, there's a protrusion on there.",,,,12B,,,12B,,36643,37563,920,True
011,1.0,1_1,B,12.0,,,"En daar is gewoon (een s-), ja, voor mijn gevoel komt er iets uit, zeg maar.",,"And there's just (an s-), yes, for my feeling something comes out, so to speak.",,,,12C-REP,,,12C,,38659,38939,280,True
011,1.0,1_1,B,12.0,,,Dus het is gewoon een puntig iets met een vierkant aan het einde.,,So it's just a pointed thing with a square at the end.,,,,12C,,,12C,,44098,44478,380,True
011,1.0,1_1,B,12.0,,,Dus het is gewoon een puntig iets met een vierkant aan het einde.,,So it's just a pointed thing with a square at the end.,,,,12C,,,12C,,45205,46125,920,True
011,1.0,1_1,B,12.0,,,"Dit doet me heel erg denken aan zo'n, zo'n groot ding, wat, weet je wel, bij het WK, zo'n groot oranje ding waar iedereen dan doorheen zit te toeteren.",,"This reminds me very much of one of those, one of those big things, what, you know, at the World Cup, one of those big orange things that everybody is then hooting through.",,,12C,12C,,,12C,,56676,57236,560,True
011,1.0,1_1,B,12.0,,,"Dit doet me heel erg denken aan zo'n, zo'n groot ding, wat, weet je wel, bij het WK, zo'n groot oranje ding waar iedereen dan doorheen zit te toeteren.",,"This reminds me very much of one of those, one of those big things, what, you know, at the World Cup, one of those big orange things that everybody is then hooting through.",,,12C,,,,12C,,58299,58639,340,True
011,1.0,1_1,B,12.0,,,"Dit doet me heel erg denken aan zo'n, zo'n groot ding, wat, weet je wel, bij het WK, zo'n groot oranje ding waar iedereen dan doorheen zit te toeteren.",,"This reminds me very much of one of those, one of those big things, what, you know, at the World Cup, one of those big orange things that everybody is then hooting through.",,,12C,,,,12C,,59511,59731,220,True
011,1.0,1_1,B,12.0,,,"Ehm, ja, er zit één zo'n ding",,"Um, yes, there is one such thing",,,,12B,,,12B,,67357,69037,1680,True
011,1.0,1_1,B,12.0,,Zit er een bolletje aan het uiteinde of niet?,"Ehm, ja, er zit één zo'n ding",Is there a ball at the end or not?,"Um, yes, there is one such thing",,,,12B,,,12B,,70260,70525,265,True
011,1.0,1_1,B,12.0,,,"dan heeft het aan de zijkant, heeft het zo'n eh, ja, een uitsteeksel waar dus die speaker op staat,",,"then on the side, it has one of those um, yeah, a protrusion where so that speaker is on it,",,,,12B,,,12B,,97480,100511,3031,True
011,1.0,1_1,B,12.0,,,"dan heeft het aan de zijkant, heeft het zo'n eh, ja, een uitsteeksel waar dus die speaker op staat,",,"then on the side, it has one of those um, yeah, a protrusion where so that speaker is on it,",,,,12C,,,12C,,101051,101851,800,True
011,1.0,1_1,B,12.0,,,en dan heeft het nog aan de anderer kant heeft het een rondje gewoon.,,and then on the other hand it has a round just.,,,12A,,,,12A,,102736,104936,2200,True
011,1.0,1_1,B,12.0,,,Een plat rondje.,,A flat round.,,,12A,,,,12A,,105632,106492,860,True
011,1.0,1_1,B,12.0,,"Op een filmding, zo met zo'n zijkant zo'n rondje.",,"On a film thing, with one of those sides so round.",,,12A,,,12A,,,,114338,116138,1800,True
011,1.0,1_1,B,12.0,,En dan zo en dan nog zo een.,,And then such and such another.,,12B,,,,12B,,,,116592,117132,540,True
011,1.0,1_1,B,12.0,,En dan zo en dan nog zo een.,,And then such and such another.,,,12C,,,12C,,,,117292,118692,1400,True
011,1.0,1_1,B,12.0,,,"Ja, maar het is maar één rondje.",,"Yes, but it's only one round.",,,12A,12A,,,12A,,120338,122378,2040,True
011,1.0,1_1,B,12.0,,,"Ja, als- rechts zit dat rondje en het is dan gewoon een plat rondje.",,"Yes, if-right is that round and then it's just a flat round.",,,,12A,,,12A,,130450,130990,540,True
011,1.0,1_1,B,12.0,,,"Ja, als- rechts zit dat rondje en het is dan gewoon een plat rondje.",,"Yes, if-right is that round and then it's just a flat round.",,12A,,,12A,,,,131510,131990,480,True
011,1.0,1_1,B,12.0,,,"En links heb je dan dat ding met, waar dan iets uitsteekt.",,"And then on the left you have that thing with, where then something sticks out.",,12B,,,12B,,,,134362,135722,1360,True
011,1.0,1_1,B,12.0,,,"En links heb je dan dat ding met, waar dan iets uitsteekt.",,"And then on the left you have that thing with, where then something sticks out.",,12B,12C,,12B,,12C,,135654,136294,640,True
011,1.0,1_1,B,12.0,,,"En links heb je dan dat ding met, waar dan iets uitsteekt.",,"And then on the left you have that thing with, where then something sticks out.",12C,,,,12C,,,,136413,137013,600,True
011,1.0,1_2,A,1.0,,"Het lijkt een beetje op zo'n ehm, eh tankwagen met twee van die uitsteeksels met blokken.",,"It looks a little bit like one of those um, um tankers with two of those protrusions with blocks.",,01C,01C,,,01C,,,,159039,159939,900,True
011,1.0,1_2,A,1.0,,"Het lijkt een beetje op zo'n ehm, eh tankwagen met twee van die uitsteeksels met blokken.",,"It looks a little bit like one of those um, um tankers with two of those protrusions with blocks.",,01C,01C,,,01C,,,,160999,161299,300,True
011,1.0,1_2,A,1.0,,"Het lijkt een beetje op zo'n ehm, eh tankwagen met twee van die uitsteeksels met blokken.",,"It looks a little bit like one of those um, um tankers with two of those protrusions with blocks.",,01C,01C,,,01C,,,,161339,162410,1071,True
011,1.0,1_2,A,1.0,,Vierkante blokken en die lopen van klein naar groot.,,Square blocks and they run from small to large.,,01C,,,,01C,,,,163016,163856,840,True
011,1.0,1_2,A,1.0,,,,,,,01A,,,01A,,,,164595,167600,3005,True
011,1.0,1_2,A,1.0,,En dan heb je één soort van spijker rechtop met een vierkante plaat.,,And then you have one kind of nail straight up with a square plate.,,01B,01B,,,01B,,,,167871,171531,3660,True
011,1.0,1_2,A,1.0,,"Oké, tw-","Want die spijker, die heeft twee, die heeft een randje ook, hè?","Okay, tw-","Because that nail, it has two, it has an edge too, right?",,,,01A,,,01A,,177627,177867,240,True
011,1.0,1_2,A,1.0,,,"Want die spijker, die heeft twee, die heeft een randje ook, hè?",,"Because that nail, it has two, it has an edge too, right?",,,,01A,,,01A,,178518,180358,1840,True
011,1.0,1_2,A,1.0,,,"Want die spijker, die heeft twee, die heeft een randje ook, hè?",,"Because that nail, it has two, it has an edge too, right?",,01A,,01A,01A,,01A,,179669,182002,2333,True
