Begin Time - msec,End Time - msec,Duration - msec,A_LH_gesture,A_RH_gesture,B_LH_gesture,B_RH_gesture,File,File Path,A_RH_gesture_lexaff,B_RH_gesture_deixis,B_RH_gesture_beat,A_LH_gesture_comments,B_speech_eng,B_LH_gesture_pragmaticality,correct_answer,accuracy,trial,A_RH_gesture_pragmaticality,B_LH_gesture_lexaff,A_speech,screens,A_RH_gesture_iconicity,A_speech_eng,A_RH_gesture_comments,given_answer,A_LH_gesture_beat,comments,A_LH_gesture_iconicity,B_LH_gesture_beat,director,A_RH_gesture_beat,A_LH_gesture_referent,A_RH_gesture_deixis,B_speech,B_RH_gesture_iconicity,A_RH_gesture_referent,A_LH_gesture_deixis,target,B_RH_gesture_lexaff,round,B_LH_gesture_comments,B_RH_gesture_comments,B_RH_gesture_referent,B_LH_gesture_iconicity,B_LH_gesture_deixis,A_LH_gesture_pragmaticality,A_LH_gesture_lexaff,B_LH_gesture_referent,B_RH_gesture_pragmaticality,pair,gesturer,iconic_a,iconic_b,iconic
665758,666538,780,,gesture,,,013.eaf,,,,,,,,11,,1_16,,,En er zit ook een rondje aan gepla-.,,1.0,And it also has a round placa-.,,,,,,,A,,,,,,09D,,9.0,,1.0,,,,,,,,,,013,A,True,False,True
687300,688383,1083,,,,gesture,013.eaf,,,,,,"It's that cleaning robot again, so to speak, with that vacuum cleaner and that can and hand sweeper in its hands.",,E,,2_1,,,,,,,,,,,,,B,,,,"Het is weer die schoonmaakrobot zeg maar, met die stofzuiger en die blik en handveger in zijn handen.",1.0,,,5.0,,2.0,,,05E,,,,,,,013,B,False,True,True
688080,688341,261,,,gesture,,013.eaf,,,,,,"It's that cleaning robot again, so to speak, with that vacuum cleaner and that can and hand sweeper in its hands.",,E,,2_1,,,,,,,,,,,,,B,,,,"Het is weer die schoonmaakrobot zeg maar, met die stofzuiger en die blik en handveger in zijn handen.",1.0,,,5.0,,2.0,,,05E,1.0,,,,05B+05C,,013,B,False,True,True
690503,691143,640,,,gesture,gesture,013.eaf,,,,,,With the beam on top.,,E,,2_1,,,Oké.,,,Okay.,,,,,,,B,,,,Met de balk bovenop.,1.0,,,5.0,,2.0,,,05A,1.0,,,,05A,,013,B,False,True,True
704540,705760,1220,,gesture,,,013.eaf,,,,,,,,E,,2_1,,,"Oh, met die met die eh...",,1.0,"Oh, with the one with the um....",,,,,,,B,,,,,,05A,,5.0,,2.0,,,,,,,,,,013,A,True,False,True
708058,708258,200,,gesture,,,013.eaf,,,,,,I had it more gez-...,,E,,2_1,,,"Oh ja, met die r-rechthoek bovenop.",,1.0,"Oh yes, with that r rectangle on top.",,,,,,,B,,,,Ik had het meer gez-...,,05A,,5.0,,2.0,,,,,,,,,,013,A,True,False,True
708900,709520,620,,gesture,,,013.eaf,,,,,,Yes.,,E,,2_1,,,"Oh ja, met die r-rechthoek bovenop.",,1.0,"Oh yes, with that r rectangle on top.",,,,,,,B,,,,Ja.,,05A,,5.0,,2.0,,,,,,,,,,013,A,True,False,True
710574,710774,200,,,gesture,gesture,013.eaf,,,,,,"Yes, which is flat.",,E,,2_1,,,,,,,,,,,,,B,,,,"Ja, die plat ligt.",1.0,,,5.0,,2.0,,,05A,1.0,,,,05A,,013,B,False,True,True
715075,715575,500,gesture,,,,013.eaf,,,,,,,,9,,2_2,,,Dat is zeg maar dat is-teken.,,,That's say that is-sign.,,,,,1.0,,A,,04B,,,,,,4.0,,2.0,,,,,,,,,,013,A,True,False,True
721880,722160,280,,,,gesture,013.eaf,,,,,,"Okay, then I have that um... tank with the mushroom on top, so to speak.",,L,,2_3,,,,,,,,,,,,,B,,,,"Oké, dan heb ik die ehm... tank met die paddenstoel bovenop, zeg maar.",1.0,,,1.0,,2.0,,,01A,,,,,,,013,B,False,True,True
722583,722703,120,,,,gesture,013.eaf,,,,,,"Okay, then I have that um... tank with the mushroom on top, so to speak.",,L,,2_3,,,,,,,,,,,,,B,,,,"Oké, dan heb ik die ehm... tank met die paddenstoel bovenop, zeg maar.",1.0,,,1.0,,2.0,,,01A,,,,,,,013,B,False,True,True
724206,724526,320,,,gesture,gesture,013.eaf,,,,,,"And the-the rectangular, or yes, the square shield.",,L,,2_3,,,,,,,,,,,,,B,,,,"En de-het rechthoekige, of ja, het vierkante schild.",1.0,,,1.0,,2.0,,,01B,1.0,,,,01B,,013,B,False,True,True
733440,734200,760,,gesture,,,013.eaf,,,,,,,,5,,2_4,,,Deze heeft die het vierkant dat er zeg maar half in is gevallen.,,1.0,This one has that the square that fell in say halfway.,,,,,,,A,,,,,,08A,,8.0,,2.0,,,,,,,,,,013,A,True,False,True
736868,737130,262,gesture,gesture,,,013.eaf,,,,,,,,5,,2_4,,,"Op het vierkant, aan allebei de kant iets wat er uitsteekt.",,1.0,"On the square, on both sides something sticking out.",,,,,1.0,,A,,08B,,,,08B,,8.0,,2.0,,,,,,,,,,013,A,True,False,True
737590,737970,380,gesture,gesture,,,013.eaf,,,,,,,,5,,2_4,,,"Op het vierkant, aan allebei de kant iets wat er uitsteekt.",,1.0,"On the square, on both sides something sticking out.",,,,,1.0,,A,,08B,,,,08B,,8.0,,2.0,,,,,,,,,,013,A,True,False,True
739013,740133,1120,,gesture,,,013.eaf,,,,,,,,5,,2_4,,,En aan de onderkant staat hij op een soort van...,,1.0,And at the bottom it's on a kind of...,,,,,,,A,,,,,,08E,,8.0,,2.0,,,,,,,,,,013,A,True,False,True
750570,751030,460,,gesture,,,013.eaf,,,,,,,,5,,2_4,,,"Zeg maar s-, komt onder ook iets uit.",,1.0,"Say s-, under also comes out something.",,,,,,,A,,,,,,08E,,8.0,,2.0,,,,,,,,,,013,A,True,False,True
754992,755852,860,,gesture,,,013.eaf,,,,,,,,5,,2_4,,,En deze heeft dan aan de rechterkant twee uitsteeksels.,,1.0,And this one then has two protrusions on the right side.,,,,,,,A,,,,,,08C+08D,,8.0,,2.0,,,,,,,,,,013,A,True,False,True
756180,757400,1220,,gesture,,,013.eaf,,,,,,,,5,,2_4,,,En deze heeft dan aan de rechterkant twee uitsteeksels.,,1.0,And this one then has two protrusions on the right side.,,,,,,,A,,,,,,08C+08D,,8.0,,2.0,,,,,,,,,,013,A,True,False,True
757900,758160,260,,gesture,,,013.eaf,,,,,,,,5,,2_4,,,En bovenop heeft hij...,,1.0,"And on top, he has...",,,,,,,A,,,,,,08A,,8.0,,2.0,,,,,,,,,,013,A,True,False,True
760184,760644,460,,,,gesture,013.eaf,,,,,,"Oh, that square that fell in.",,5,,2_4,,,,,,,,,,,,,A,,,,"Oh, dat vierkant wat erin is gevallen.",1.0,,,8.0,,2.0,,,08A,,,,,,,013,B,False,True,True
769040,769500,460,,,gesture,,013.eaf,,,,,,"With that, with that letter L that's in there.",,M,,2_5,,,,,,,,,,,,,B,,,,"Met die, met die letter L die er in zit.",,,,15.0,,2.0,,,,1.0,,,,15D,,013,B,False,True,True
770660,770900,240,,,,gesture,013.eaf,,,,,,He z- is also in a bit of a platform.,,M,,2_5,,,"Oh, ja.",,,"Oh, yes.",,,,,,,B,,,,Hij z- zit ook een beetje in een platform.,1.0,,,15.0,,2.0,,,15B,,,,,,,013,B,False,True,True
777820,778080,260,gesture,gesture,,,013.eaf,,,,,,,,8,,2_6,,,Dus met de driehoek bovenop.,,1.0,So with the triangle on top.,,,,,1.0,,A,,02A,,,,02A,,2.0,,2.0,,,,,,,,,,013,A,True,False,True
779174,780154,980,gesture,,,,013.eaf,,,,,,,,8,,2_6,,,Aan de rechterkant...,,,On the right...,,,,,1.0,,A,,02B,,,,,1.0,2.0,,2.0,,,,,,,,,,013,A,True,False,True
793900,794460,560,gesture,gesture,,,013.eaf,,,,,,,,K,,2_7,,,Dus die drie die drie keer aan allebei de kanten van die driehoekjes.,,1.0,So those three that three times on both sides of those triangles.,,,,,1.0,,B,,13A,,,,13A,,13.0,,2.0,,,,,,,,,,013,A,True,False,True
794700,795180,480,gesture,gesture,,,013.eaf,,,,,,,,K,,2_7,,,Dus die drie die drie keer aan allebei de kanten van die driehoekjes.,,1.0,So those three that three times on both sides of those triangles.,,,,,1.0,,B,,13A,,,,13A,,13.0,,2.0,,,,,,,,,,013,A,True,False,True
796400,796820,420,gesture,gesture,,,013.eaf,,,,,,,,K,,2_7,,,Dus die drie die drie keer aan allebei de kanten van die driehoekjes.,,1.0,So those three that three times on both sides of those triangles.,,,,,1.0,,B,,13A,,,,13A,,13.0,,2.0,,,,,,,,,,013,A,True,False,True
797900,798300,400,,,,gesture,013.eaf,,,,,,"Yes, exactly three of those caps eh....",,K,,2_7,,,,,,,,,,,,,B,,,,"Ja, precies drie van die dopjes eh...",1.0,,,13.0,,2.0,,,13A,,,,,,,013,B,False,True,True
810723,810943,220,,,gesture,gesture,013.eaf,,,,,,"Um, well I have the one basic shape that that table fell into.",,B,,2_9,,,,,,,,,,,,,B,,,,"Eh, nou heb ik die ene basisvorm waar die tafel in is gevallen.",1.0,,,7.0,,2.0,,,07B,1.0,,,,07B,,013,B,False,True,True
811309,811509,200,,,gesture,gesture,013.eaf,,,,,,With that tray on top and those two protrusions so to speak.,,B,,2_9,,,,,,,,,,,,,B,,,,Met dat bakje erop en die twee uitsteeksels zeg maar.,1.0,,,7.0,,2.0,,,07A,1.0,,,,07A,,013,B,False,True,True
812039,812259,220,,,gesture,gesture,013.eaf,,,,,,With that tray on top and those two protrusions so to speak.,,B,,2_9,,,,,,,,,,,,,B,,,,Met dat bakje erop en die twee uitsteeksels zeg maar.,1.0,,,7.0,,2.0,,,07C,1.0,,,,07C,,013,B,False,True,True
817060,818079,1019,,gesture,,,013.eaf,,,,,,,,16,,2_10,,,"Oh ja, degene met het dienblad.",,1.0,"Oh yes, the one with the tray.",,,,,,,A,,,,,,12A,,12.0,,2.0,,,,,,,,,,013,A,True,False,True
819886,820266,380,gesture,,,,013.eaf,,,,,,,,16,,2_10,,,En aan de linkerkant een ui-staaf met daar een eh...,,,"And on the left side, an onion bar with an um...",,,,,1.0,,A,,12B,,,,,,12.0,,2.0,,,,,,,,,,013,A,True,False,True
823231,824871,1640,gesture,,,,013.eaf,,,,,,,,16,,2_10,,,Aan de linkerkant sta-s-s- komt er zo'n di-...,,,On the left side sta-s-s- comes such a di-....,,,,,1.0,,A,,12B,,,,,,12.0,,2.0,,,,,,,,,,013,A,True,False,True
825180,825240,60,,gesture,,,013.eaf,,,,,,"With that, with that baseball bat, so to speak.",,16,,2_10,,,Ja.,,1.0,Yes.,,,,,,,A,,,,"Met die, met die honkbalknuppel, zeg maar.",,12B,,12.0,,2.0,,,,,,,,,,013,A,True,False,True
832658,833391,733,,,,gesture,013.eaf,,,,,,"Okay, then I got the one with the fat nose and the eh t-.....",,C,,2_11,,,,,,,,,,,,,B,,,,"Oké, dan heb ik die ene met de dikke neus en het eh t-...",1.0,,,11.0,,2.0,,,11B,,,,,,,013,B,False,True,True
834648,834928,280,,,,gesture,013.eaf,,,,,,,,C,,2_11,,,,,,,,,,,,,B,,,,,1.0,,,11.0,,2.0,,,11A+11D-REP,,,,,,,013,B,False,True,True
835281,835561,280,,,,gesture,013.eaf,,,,,,It has two sprites at the top.,,C,,2_11,,,,,,,,,,,,,B,,,,Hij heeft twee sprietjes aan de bovenkant.,1.0,,,11.0,,2.0,,,11A+11D-rep,,,,,,,013,B,False,True,True
837300,837880,580,,,,gesture,013.eaf,,,,,,"One is a screwdriver, the other is a rectangle.",,C,,2_11,,,,,,,,,,,,,B,,,,"Eentje is een schroevendraaier, de andere is een rechthoek.",1.0,,,11.0,,2.0,,,11A+11D,,,,,,,013,B,False,True,True
838461,838661,200,,,,gesture,013.eaf,,,,,,"One is a screwdriver, the other is a rectangle.",,C,,2_11,,,,,,,,,,,,,B,,,,"Eentje is een schroevendraaier, de andere is een rechthoek.",1.0,,,11.0,,2.0,,,11A,,,,,,,013,B,False,True,True
839540,839760,220,,,,gesture,013.eaf,,,,,,And then that triangular thing on the left.,,C,,2_11,,,Ja.,,,Yes.,,,,,,,B,,,,En dan nog dat driehoekige ding aan de linkerkant.,1.0,,,11.0,,2.0,,,11C,,,,,,,013,B,False,True,True
839840,840320,480,,,,gesture,013.eaf,,,,,,And then that triangular thing on the left.,,C,,2_11,,,,,,,,,,,,,B,,,,En dan nog dat driehoekige ding aan de linkerkant.,1.0,,,11.0,,2.0,,,11C,,,,,,,013,B,False,True,True
847500,847800,300,gesture,,,,013.eaf,,,,,,,,1,,2_12,,,Dus aan de linkerkant heeft hij een staaf die eruit komt met een balletje.,,,So on the left side he has a rod that comes out with a little ball.,,,,,1.0,,A,,10E,,,,,,10.0,,2.0,,,,,,,,,,013,A,True,False,True
849040,849280,240,gesture,,,,013.eaf,,,,,,,,1,,2_12,,,Dus aan de linkerkant heeft hij een staaf die eruit komt met een balletje.,,,So on the left side he has a rod that comes out with a little ball.,,,,,1.0,,A,,10F,,,,,,10.0,,2.0,,,,,,,,,,013,A,True,False,True
850220,850740,520,,gesture,,,013.eaf,,,,,,,,1,,2_12,,,En aan de rechterkant heeft hij ook een staaf die eruit komt met een balletje.,,1.0,And on the right side he also has a rod coming out with a ball.,,,,,,,A,,,,,,10A,,10.0,,2.0,,,,,,,,,,013,A,True,False,True
865607,866167,560,,,gesture,gesture,013.eaf,,,,,,"Okay, I got the one um, that you said was a caster, but I found a cheering person.",,P,,2_13,,,,,,,,,,,,,B,,,,"Oké, ik heb die ene eh, die jij zei dat een gieter was, maar ik vond een juichend persoon.",1.0,,,3.0,,2.0,,,03B,1.0,,,,03E,,013,B,False,True,True
879089,879489,400,gesture,gesture,,,013.eaf,,,,,,,,6,,2_14,,,"Dit is, die bak die we normaal hebben",,1.0,"This is, that bin we normally have",,,,,1.0,,A,,main,,,,main,,16.0,,2.0,,,,,,,,,,013,A,True,False,True
881509,882269,760,,gesture,,,013.eaf,,,,,,,,6,,2_14,,,En boven komt er een...,,1.0,And upstairs there will be a...,,,,,,,A,,,,,,16A,,16.0,,2.0,,,,,,,,,,013,A,True,False,True
884014,884634,620,,gesture,,,013.eaf,,,,,,,,6,,2_14,,,Eh s- ja schroevendraaier zit er in.,,1.0,Um s- yes screwdriver is in there.,,,,,,,A,,,,,,16A,,16.0,,2.0,,,,,,,,,,013,A,True,False,True
884800,885160,360,,gesture,,,013.eaf,,,,,,,,6,,2_14,,,Eh s- ja schroevendraaier zit er in.,,1.0,Um s- yes screwdriver is in there.,,,,,,,A,,,,,,16B,,16.0,,2.0,,,,,,,,,,013,A,True,False,True
888245,888845,600,,gesture,,,013.eaf,,,,,,,,6,,2_14,,,Aan de rechterkant zit er komt er een soort van groot blok achtig iets uit.,,1.0,On the right side there is some kind of large block-like thing coming out.,,,,,,,A,,,,,,16B,,16.0,,2.0,,,,,,,,,,013,A,True,False,True
893459,895288,1829,,gesture,,,013.eaf,,,,,,,,6,,2_14,,,En maar twee dingen zitten er links in.,,1.0,And only two things are in it on the left.,,,,,,,A,,,,,,16C+16D,,16.0,,2.0,,,,,,,,,,013,A,True,False,True
903612,904800,1188,,,gesture,gesture,013.eaf,,,,,,The one on a stand.,,N,,2_15,,,,,,,,,,,,,B,,,,Die ene die op een standaardje staat.,1.0,,,9.0,,2.0,,,09B,1.0,,,,09B,,013,B,False,True,True
906620,906980,360,,,gesture,,013.eaf,,,,,,"Yes, a one a beam out",,N,,2_15,,,,,,,,,,,,,B,,,,"Ja, een een een balk er uit",,,,9.0,,2.0,,,,1.0,,,,09C,,013,B,False,True,True
908340,908480,140,,,,gesture,013.eaf,,,,,,"And at the top there is a screwdriver and, behind there hangs another kind of round lid",,N,,2_15,,,,,,,,,,,,,B,,,,"En bovenin een schroevendraaier en, achter hangt er nog een soort van rond deksel",1.0,,,9.0,,2.0,,,09A,,,,,,,013,B,False,True,True
909403,909603,200,,,gesture,gesture,013.eaf,,,,,,"And at the top there is a screwdriver and, behind there hangs another kind of round lid",,N,,2_15,,,,,,,,,,,,,B,,,,"En bovenin een schroevendraaier en, achter hangt er nog een soort van rond deksel",1.0,,,9.0,,2.0,,,09D,1.0,,,,09D,,013,B,False,True,True
923300,923660,360,,gesture,,,013.eaf,,,,,,,,14,,2_16,,,En deze is diegene waarbij er een... eh... v-,,1.0,And this one is the one where there is a... er... v-,,,,,,,A,,,,,,14C-REP,,14.0,,2.0,,,,,,,,,,013,A,True,False,True
925147,925507,360,,gesture,,,013.eaf,,,,,,,,14,,2_16,,,"Ja, hoe noem je - rechthoek uitkomt.",,1.0,"Yes, what do you call - rectangle comes out.",,,,,,,A,,,,,,14C-rep,,14.0,,2.0,,,,,,,,,,013,A,True,False,True
926566,927086,520,,gesture,,,013.eaf,,,,,,,,14,,2_16,,,Maar ook nog deels er aanzit met bovenop een bolletje.,,1.0,But also still partially attached to it with a ball on top.,,,,,,,A,,,,,,14C,,14.0,,2.0,,,,,,,,,,013,A,True,False,True
927266,927666,400,,gesture,,,013.eaf,,,,,,,,14,,2_16,,,Maar ook nog deels er aanzit met bovenop een bolletje.,,1.0,But also still partially attached to it with a ball on top.,,,,,,,A,,,,,,14A,,14.0,,2.0,,,,,,,,,,013,A,True,False,True
930143,931723,1580,,,gesture,gesture,013.eaf,,,,,,"Oh, and that pipe through it.",,14,,2_16,,,,,,,,,,,,,A,,,,"Oh, en die pijp er doorheen.",1.0,,,14.0,,2.0,,,14B,1.0,,,,14D,,013,B,False,True,True
946688,946908,220,,gesture,,,013.eaf,,,,,,,,K,,3_1,,,"Oh, dus, met het bolletje erop.",,1.0,"Oh, so, with the bullet on it.",,,,,,,B,,,,,,14A,,14.0,,3.0,,,,,,,,,,013,A,True,False,True
952650,953910,1260,,gesture,,,013.eaf,,,,,,,,4,,3_2,1.0,,"Eh, ik heb weer de gieter op een...",,1.0,"Um, I got the watering can again on a...",,,,,,,A,,,,,,03C,,3.0,,3.0,,,,,,,,,,013,A,True,False,True
959458,959738,280,,,gesture,gesture,013.eaf,,,,,,"I have um, yes the one with the square that fell in.",,J,,3_3,,,,,,,,,,,,,B,,,,"Ik heb ehm, ja die ene met die vierkant die erin is gevallen.",1.0,,,8.0,,3.0,,,08A,1.0,,,,08A,,013,B,False,True,True
960411,960831,420,,,gesture,gesture,013.eaf,,,,,,,,J,,3_3,,,,,,,,,,,,,B,,,,,1.0,,,8.0,,3.0,,,08B,1.0,,,,08B,,013,B,False,True,True
973580,973880,300,,gesture,,,013.eaf,,,,,,,,14,,3_4,,,Met dat rechthoek er echt boveno-...,,1.0,With that rectangle there really above-....,,,,,,,A,,,,,,05A,,5.0,,3.0,,,,,,,,,,013,A,True,False,True
974030,974460,430,,gesture,,,013.eaf,,,,,,"Oh, yes yes yes yes.",,14,,3_4,,,Met dat rechthoek er echt boveno-...,,1.0,With that rectangle there really above-....,,,,,,,A,,,,"Oh, ja ja ja.",,05A,,5.0,,3.0,,,,,,,,,,013,A,True,False,True
975194,975534,340,,,gesture,gesture,013.eaf,,,,,,"The one on it is-, say, that lies.",,14,,3_4,,,,,,,,,,,,,A,,,,"Die erop is-, zeg maar, die ligt.",1.0,,,5.0,,3.0,,,05A,1.0,,,,05A,,013,B,False,True,True
975912,976472,560,,,gesture,gesture,013.eaf,,,,,,"The one on it is-, say, that lies.",,14,,3_4,,,,,,,,,,,,,A,,,,"Die erop is-, zeg maar, die ligt.",1.0,,,5.0,,3.0,,,05A,1.0,,,,05A,,013,B,False,True,True
992621,993361,740,,gesture,,,013.eaf,,,,,,,,1,,3_6,,,"Oh ja, dit is die ene met een schroevendraaier erin en een eh rechthoek erin, en een neus erop.",,1.0,"Oh yeah, this is the one with a screwdriver in it and an um rectangle in it, and a nose on it.",,,,,,,A,,,,,,11D,,11.0,,3.0,,,,,,,,,,013,A,True,False,True
994312,994512,200,,gesture,,,013.eaf,,,,,,,,1,,3_6,,,"Oh ja, dit is die ene met een schroevendraaier erin en een eh rechthoek erin, en een neus erop.",,1.0,"Oh yeah, this is the one with a screwdriver in it and an um rectangle in it, and a nose on it.",,,,,,,A,,,,,,11A,,11.0,,3.0,,,,,,,,,,013,A,True,False,True
995069,995249,180,,gesture,,,013.eaf,,,,,,,,1,,3_6,,,"Oh ja, dit is die ene met een schroevendraaier erin en een eh rechthoek erin, en een neus erop.",,1.0,"Oh yeah, this is the one with a screwdriver in it and an um rectangle in it, and a nose on it.",,,,,,,A,,,,,,11B,,11.0,,3.0,,,,,,,,,,013,A,True,False,True
998192,998572,380,,gesture,,,013.eaf,,,,,,,,1,,3_6,,,Aan de rechterkant een neus en aan de linkerkant een driehoek eruit.,,1.0,On the right side a nose and on the left side a triangle out.,,,,,,,A,,,,,,11C,,11.0,,3.0,,,,,,,,,,013,A,True,False,True
1004285,1004745,460,,,gesture,non-gesture,013.eaf,,,,,,I have the one with the triangle on it and the wheel underneath.,,E,,3_7,,,,,,,,,,,,,B,,,,Ik heb die ene met die driehoek erop en het wiel eronder.,,,,2.0,,3.0,,,,1.0,,,,02D,,013,B,False,True,True
1005020,1005360,340,,,gesture,non-gesture,013.eaf,,,,,,"Screwdriver on the left, block on the right.",,E,,3_7,,,,,,,,,,,,,B,,,,"Schroefdraaier links, blok rechts.",,,,2.0,,3.0,,,,1.0,,,,02B,,013,B,False,True,True
1021014,1021745,731,,,gesture,gesture,013.eaf,,,,,,"Okay, I have um, the other head say with um on the left those two things, the screwdriver and the ventilation pipe.",,N,,3_9,,,,,,,,,,,,,B,,,,"Oké, ik heb ehm, het andere hoofd zeg maar met eh links die twee dingen, de schroevendraaier en de ventilatiepijp.",1.0,,,16.0,,3.0,,,main,1.0,,,,main,,013,B,False,True,True
1022942,1023402,460,,,gesture,,013.eaf,,,,,,"Okay, I have um, the other head say with um on the left those two things, the screwdriver and the ventilation pipe.",,N,,3_9,,,,,,,,,,,,1.0,B,,,,"Oké, ik heb ehm, het andere hoofd zeg maar met eh links die twee dingen, de schroevendraaier en de ventilatiepijp.",,,,16.0,,3.0,,,,1.0,,,,16C+16D,,013,B,False,True,True
1025567,1025947,380,,,,gesture,013.eaf,,,,,,,,N,,3_9,,,,,,,,,,,,,B,,,,,1.0,,,16.0,,3.0,,,16A,,,,,,,013,B,False,True,True
1036980,1037480,500,,,,gesture,013.eaf,,,,,,"One on top, which is kind of a screwdriver.",,N,,3_9,,,,,,,,,,,,,B,,,,"Eentje bovenop, dat is een soort van schroevendraaier.",1.0,,,16.0,,3.0,,,16A,,,,,,,013,B,False,True,True
1038014,1038734,720,,,gesture,,013.eaf,,,,,,"On the left, there is also a screwdriver and another tube like that.",,N,,3_9,,,,,,,,,,,,,B,,,,Links zit er ook nog een schroevendraaier en nog zo'n ander buisje.,,,,16.0,,3.0,,,,1.0,1.0,,,16C,,013,B,False,True,True
1066864,1067744,880,,gesture,,,013.eaf,,,,,,,,10,,3_10,,,De tafel met die eh...,,1.0,The table with those um...,,,,,,,A,,,,,,07B,,7.0,,3.0,,,,,,,,,,013,A,True,False,True
1068440,1068600,160,,gesture,,,013.eaf,,,,,,,,10,,3_10,,,Dus dan heb je die normale vorm en dan s-k-zit er een vierkant hoog bovenaan met twee uitsteeksels.,,1.0,So then you have that normal shape and then s-s-sits a square high at the top with two protrusions.,,,,,,,A,,,,,,main,,7.0,,3.0,,,,,,,,,,013,A,True,False,True
1069633,1070033,400,,gesture,,,013.eaf,,,,,,,,10,,3_10,,,Dus dan heb je die normale vorm en dan s-k-zit er een vierkant hoog bovenaan met twee uitsteeksels.,,1.0,So then you have that normal shape and then s-s-sits a square high at the top with two protrusions.,,,,,,,A,,,,,,07B,,7.0,,3.0,,,,,,,,,,013,A,True,False,True
1071100,1072620,1520,,gesture,,,013.eaf,,,,,,,,10,,3_10,,,Dus dan heb je die normale vorm en dan s-k-zit er een vierkant hoog bovenaan met twee uitsteeksels.,,1.0,So then you have that normal shape and then s-s-sits a square high at the top with two protrusions.,,,,,,,A,,,,,,07C,,7.0,,3.0,,,,,,,,,,013,A,True,False,True
1082314,1082514,200,,gesture,,,013.eaf,,,,,,,,3,,3_12,,,"Ik heb, ik weet-, paddenstoel bovenop en links, ik bedoel, ja links, twee uitsteeksels en een vierkant.",,1.0,"I have, I know-, mushroom on top and on the left, I mean, yes on the left, two protrusions and a square.",,,,,,,A,,,,,,01C,,1.0,,3.0,,,,,,,,,,013,A,True,False,True
1115728,1115908,180,,gesture,,,013.eaf,,,,,,,,7,,3_16,,,"Ik heb de... s-, ja, met een schroevendraaier erin.",,1.0,"I have the... s-, yes, with a screwdriver in it.",,,,,,,A,,,,,,09A,,9.0,,3.0,,,,,,,,,,013,A,True,False,True
1117440,1119040,1600,,gesture,,,013.eaf,,,,,,,,7,,3_16,,,"Eh, rondje er een beetje, die je niet meer helemaal ziet.",,1.0,"Um, round there a little bit, which you can't quite see anymore.",,,,,,,A,,,,,,09D,,9.0,,3.0,,,,,,,,,,013,A,True,False,True
1119580,1120060,480,,gesture,,,013.eaf,,,,,,,,7,,3_16,,,En aan de onderkant een blok waar die...,,1.0,And at the bottom a block where those...,,,,,,,A,,,,,,09B,,9.0,,3.0,,,,,,,,,,013,A,True,False,True
1120356,1120516,160,,gesture,,,013.eaf,,,,,,,,7,,3_16,,,En aan de onderkant een blok waar die...,,1.0,And at the bottom a block where those...,,,,,,,A,,,,,,09B,,9.0,,3.0,,,,,,,,,,013,A,True,False,True
1146622,1147022,400,,gesture,,,013.eaf,,,,,,,,5,,4_4,,,"Oh, met de vierkant erin gevallen.",,1.0,"Oh, fallen in with the square.",,,,,,,A,1.0,,,,,08A,,8.0,,4.0,,,,,,,,,,013,A,True,False,True
1147839,1148279,440,,gesture,,,013.eaf,,,,,,,,5,,4_4,,,En aan de onderkant nog iets eruit.,,1.0,And at the bottom something more out.,,,,,,,A,,,,,,08E,,8.0,,4.0,,,,,,,,,,013,A,True,False,True
1149483,1149723,240,,gesture,,,013.eaf,,,,,,,,5,,4_4,,,"En, rechts ook twee dingen.",,1.0,"And, on the right also two things.",,,,,,,A,,,1.0,,,08C+08D,,8.0,,4.0,,,,,,,,,,013,A,True,False,True
1157354,1158034,680,,,gesture,gesture,013.eaf,,,,,,Wa-with that beam lying on top.,,M,,4_5,,,,,,,,,,,,,B,,,,Wa-met die balk bovenop liggend.,1.0,,,5.0,,4.0,,,05A,1.0,,,,05A,,013,B,False,True,True
1168353,1168933,580,,gesture,,,013.eaf,,,,,,,,3,,4_6,,,"Ja, met die recht... rechthoekige gestandaard en balletje bovenop en buis erdoorheen.",,1.0,"Yes, with those straight ... rectangular standard and ball on top and tube through it.",,,,,,,A,,,,,,14C,,14.0,,4.0,,,,,,,,,,013,A,True,False,True
1169280,1169440,160,,gesture,,,013.eaf,,,,,,,,3,,4_6,,,"Ja, met die recht... rechthoekige gestandaard en balletje bovenop en buis erdoorheen.",,1.0,"Yes, with those straight ... rectangular standard and ball on top and tube through it.",,,,,,,A,,,,,,14A,,14.0,,4.0,,,,,,,,,,013,A,True,False,True
1170080,1171020,940,,gesture,,,013.eaf,,,,,,,,3,,4_6,,,"Ja, met die recht... rechthoekige gestandaard en balletje bovenop en buis erdoorheen.",,1.0,"Yes, with those straight ... rectangular standard and ball on top and tube through it.",,,,,,,A,,,,,,14B+14D,,14.0,,4.0,,,,,,,,,,013,A,True,False,True
1173882,1175002,1120,,gesture,,,013.eaf,,,,,,"Let's see, um...",,3,,4_6,,,,,1.0,,,,,,,,A,,,,"Even kijken, eh...",,14B+14D,,14.0,,4.0,,,,,,,,,,013,A,True,False,True
1179940,1180140,200,,,gesture,gesture,013.eaf,,,,,,"I have that um trash can that sits on a stand, with that screw turn in it.",,O,,4_7,,,,,,,,,,,,,B,,,,"Ik heb die eh prullenbak die op een standaard staat, met die schroefdraai erin.",1.0,,,9.0,,4.0,,,09B,1.0,,,,09B,,013,B,False,True,True
